date,timestamp,day_night,year,month,season,count,is_workday,is_weekend,is_holiday,temp,temp_feel,humidity,wind_speed,weather_code,weather_type
2015-01-06,2015-01-06T11:00:00Z,day,2015,1,3,550,1,0,0,10,8,88,18,3,broken clouds
2015-01-06,2015-01-06T12:00:00Z,day,2015,1,3,395,1,0,0,11,11,85,19,7,rain
2015-01-06,2015-01-06T13:00:00Z,day,2015,1,3,426,1,0,0,9.5,6,84.5,27.5,3,broken clouds
2015-01-06,2015-01-06T14:00:00Z,day,2015,1,3,579,1,0,0,9,6,71,26,3,broken clouds
2015-01-06,2015-01-06T15:00:00Z,day,2015,1,3,718,1,0,0,8,4.5,71,23,2,scattered clouds
2015-01-06,2015-01-06T16:00:00Z,day,2015,1,3,1184,1,0,0,8,5,68.5,19.5,2,scattered clouds
2015-01-06,2015-01-06T17:00:00Z,day,2015,1,3,2662,1,0,0,7.5,4,71,22,1,clear
2015-01-06,2015-01-06T18:00:00Z,night,2015,1,3,2610,1,0,0,7,4,71,17.5,1,clear
2015-01-06,2015-01-06T19:00:00Z,night,2015,1,3,1402,1,0,0,6,3,76,15,1,clear
2015-01-06,2015-01-06T20:00:00Z,night,2015,1,3,720,1,0,0,5.5,2.5,78.5,15,1,clear
2015-01-06,2015-01-06T21:00:00Z,night,2015,1,3,494,1,0,0,5,2,81,15,1,clear
2015-01-06,2015-01-06T22:00:00Z,night,2015,1,3,344,1,0,0,4.5,1.5,81,13,1,clear
2015-01-06,2015-01-06T23:00:00Z,night,2015,1,3,212,1,0,0,4,1,84,12,1,clear
2015-01-07,2015-01-07T00:00:00Z,night,2015,1,3,102,1,0,0,4,1,81,12,1,clear
2015-01-07,2015-01-07T01:00:00Z,night,2015,1,3,60,1,0,0,4,1,81,11,1,clear
2015-01-07,2015-01-07T02:00:00Z,night,2015,1,3,33,1,0,0,4,1.5,81,10,1,clear
2015-01-07,2015-01-07T03:00:00Z,night,2015,1,3,26,1,0,0,3.5,1,84,9,2,scattered clouds
2015-01-07,2015-01-07T04:00:00Z,night,2015,1,3,33,1,0,0,4,1.5,81,10,2,scattered clouds
2015-01-07,2015-01-07T05:00:00Z,night,2015,1,3,80,1,0,0,4,2,87,9,1,clear
2015-01-07,2015-01-07T06:00:00Z,day,2015,1,3,526,1,0,0,5,2.5,81,10,1,clear
2015-01-07,2015-01-07T07:00:00Z,day,2015,1,3,1757,1,0,0,5.5,2.5,81,13,1,clear
2015-01-07,2015-01-07T08:00:00Z,day,2015,1,3,3618,1,0,0,6.5,3.5,81,15,2,scattered clouds
2015-01-07,2015-01-07T09:00:00Z,day,2015,1,3,1714,1,0,0,8,5,76,19,3,broken clouds
2015-01-07,2015-01-07T10:00:00Z,day,2015,1,3,763,1,0,0,8,5,82,19.5,2,scattered clouds
2015-01-07,2015-01-07T11:00:00Z,day,2015,1,3,690,1,0,0,9,6,76,21,2,scattered clouds
2015-01-07,2015-01-07T12:00:00Z,day,2015,1,3,913,1,0,0,9,5.5,76,27,2,scattered clouds
2015-01-07,2015-01-07T13:00:00Z,day,2015,1,3,982,1,0,0,9.5,6,71.5,28,2,scattered clouds
2015-01-07,2015-01-07T14:00:00Z,day,2015,1,3,783,1,0,0,10,6.5,62,28.5,2,scattered clouds
2015-01-07,2015-01-07T15:00:00Z,day,2015,1,3,794,1,0,0,9,6,68.5,25,2,scattered clouds
2015-01-07,2015-01-07T16:00:00Z,day,2015,1,3,1171,1,0,0,9,6,76,25,3,broken clouds
2015-01-07,2015-01-07T17:00:00Z,day,2015,1,3,2647,1,0,0,9.5,6.5,71.5,24,3,broken clouds
2015-01-07,2015-01-07T18:00:00Z,night,2015,1,3,2579,1,0,0,10,7,71,30,3,broken clouds
2015-01-07,2015-01-07T20:00:00Z,night,2015,1,3,657,1,0,0,10,6.5,79,30.5,3,broken clouds
2015-01-07,2015-01-07T21:00:00Z,night,2015,1,3,516,1,0,0,10,7,82,27,7,rain
2015-01-07,2015-01-07T22:00:00Z,night,2015,1,3,414,1,0,0,10,7,82,27,7,rain
2015-01-07,2015-01-07T23:00:00Z,night,2015,1,3,206,1,0,0,10,7,85,24,7,rain
2015-01-08,2015-01-08T00:00:00Z,night,2015,1,3,123,1,0,0,11,11,82,26,4,cloudy
2015-01-08,2015-01-08T01:00:00Z,night,2015,1,3,56,1,0,0,11.5,11.5,85,24,3,broken clouds
2015-01-08,2015-01-08T02:00:00Z,night,2015,1,3,51,1,0,0,12,12,82,25,3,broken clouds
2015-01-08,2015-01-08T03:00:00Z,night,2015,1,3,33,1,0,0,12,12,85,22,3,broken clouds
2015-01-08,2015-01-08T04:00:00Z,night,2015,1,3,32,1,0,0,12,12,88,20.5,7,rain
2015-01-08,2015-01-08T05:00:00Z,night,2015,1,3,87,1,0,0,12,12,80,20.5,7,rain
2015-01-08,2015-01-08T06:00:00Z,day,2015,1,3,511,1,0,0,11.5,11.5,74.5,17,3,broken clouds
2015-01-08,2015-01-08T07:00:00Z,day,2015,1,3,982,1,0,0,10.5,9.5,82.5,17,7,rain
2015-01-08,2015-01-08T08:00:00Z,day,2015,1,3,1228,1,0,0,9.5,7.5,87.5,14,7,rain
2015-01-08,2015-01-08T09:00:00Z,day,2015,1,3,573,1,0,0,9,7,87,13,7,rain
2015-01-08,2015-01-08T10:00:00Z,day,2015,1,3,185,1,0,0,9,7,87,14,7,rain
2015-01-08,2015-01-08T11:00:00Z,day,2015,1,3,193,1,0,0,9,6,82,20.5,7,rain
2015-01-08,2015-01-08T12:00:00Z,day,2015,1,3,522,1,0,0,9,6.5,84.5,17,2,scattered clouds
2015-01-08,2015-01-08T13:00:00Z,day,2015,1,3,672,1,0,0,9,5.5,79,27,2,scattered clouds
2015-01-08,2015-01-08T14:00:00Z,day,2015,1,3,761,1,0,0,10,7,71,22,2,scattered clouds
2015-01-08,2015-01-08T15:00:00Z,day,2015,1,3,781,1,0,0,9,6,71,22,2,scattered clouds
2015-01-08,2015-01-08T16:00:00Z,day,2015,1,3,1212,1,0,0,9,6,71,19.5,2,scattered clouds
2015-01-08,2015-01-08T17:00:00Z,day,2015,1,3,2351,1,0,0,9,6,76,22,2,scattered clouds
2015-01-08,2015-01-08T18:00:00Z,night,2015,1,3,2110,1,0,0,8.5,5.5,73.5,22.5,1,clear
2015-01-08,2015-01-08T19:00:00Z,night,2015,1,3,1239,1,0,0,8,5,73.5,20.5,1,clear
2015-01-08,2015-01-08T20:00:00Z,night,2015,1,3,752,1,0,0,8,5,76,17,1,clear
2015-01-08,2015-01-08T21:00:00Z,night,2015,1,3,457,1,0,0,8,4.5,76,20.5,1,clear
2015-01-08,2015-01-08T22:00:00Z,night,2015,1,3,423,1,0,0,8.5,5.5,73.5,21,1,clear
2015-01-08,2015-01-08T23:00:00Z,night,2015,1,3,267,1,0,0,9,5.5,76,27,2,scattered clouds
2015-01-09,2015-01-09T00:00:00Z,night,2015,1,3,147,1,0,0,10,7,71,28,2,scattered clouds
2015-01-09,2015-01-09T01:00:00Z,night,2015,1,3,60,1,0,0,10,7,73.5,30,7,rain
2015-01-09,2015-01-09T02:00:00Z,night,2015,1,3,65,1,0,0,10,6.5,79,29.5,7,rain
2015-01-09,2015-01-09T03:00:00Z,night,2015,1,3,42,1,0,0,11,11,79.5,29,3,broken clouds
2015-01-09,2015-01-09T04:00:00Z,night,2015,1,3,47,1,0,0,11,11,85,33,3,broken clouds
2015-01-09,2015-01-09T05:00:00Z,night,2015,1,3,85,1,0,0,11.5,11.5,85,33,3,broken clouds
2015-01-09,2015-01-09T06:00:00Z,day,2015,1,3,441,1,0,0,12,12,82,32.5,3,broken clouds
2015-01-09,2015-01-09T07:00:00Z,day,2015,1,3,1593,1,0,0,12,12,82,31.5,3,broken clouds
2015-01-09,2015-01-09T08:00:00Z,day,2015,1,3,3505,1,0,0,12,12,79.5,25,2,scattered clouds
2015-01-09,2015-01-09T09:00:00Z,day,2015,1,3,1768,1,0,0,12,12,74.5,30,2,scattered clouds
2015-01-09,2015-01-09T10:00:00Z,day,2015,1,3,799,1,0,0,12.5,12.5,69.5,29.5,1,clear
2015-01-09,2015-01-09T11:00:00Z,day,2015,1,3,806,1,0,0,13,13,67,28,1,clear
2015-01-09,2015-01-09T12:00:00Z,day,2015,1,3,1052,1,0,0,13,13,67,26,1,clear
2015-01-09,2015-01-09T13:00:00Z,day,2015,1,3,1078,1,0,0,13,13,63,30,1,clear
2015-01-09,2015-01-09T14:00:00Z,day,2015,1,3,976,1,0,0,13,13,63,26,2,scattered clouds
2015-01-09,2015-01-09T15:00:00Z,day,2015,1,3,912,1,0,0,13.5,13.5,67.5,33.5,7,rain
2015-01-09,2015-01-09T16:00:00Z,day,2015,1,3,1229,1,0,0,13,13,79.5,37,7,rain
2015-01-09,2015-01-09T17:00:00Z,day,2015,1,3,2409,1,0,0,13.5,13.5,85,35,7,rain
2015-01-09,2015-01-09T18:00:00Z,night,2015,1,3,1983,1,0,0,15,15,82,36,7,rain
2015-01-09,2015-01-09T19:00:00Z,night,2015,1,3,1094,1,0,0,15.5,15.5,77,41,7,rain
2015-01-09,2015-01-09T20:00:00Z,night,2015,1,3,686,1,0,0,15,15,72,44,3,broken clouds
2015-01-09,2015-01-09T21:00:00Z,night,2015,1,3,443,1,0,0,15,15,68,41,3,broken clouds
2015-01-09,2015-01-09T22:00:00Z,night,2015,1,3,464,1,0,0,15,15,68,40,3,broken clouds
2015-01-09,2015-01-09T23:00:00Z,night,2015,1,3,420,1,0,0,14,14,77,41.5,4,cloudy
2015-01-10,2015-01-10T00:00:00Z,night,2015,1,3,392,0,1,0,14,14,77,39,4,cloudy
2015-01-10,2015-01-10T01:00:00Z,night,2015,1,3,277,0,1,0,14,14,77,40,4,cloudy
2015-01-10,2015-01-10T02:00:00Z,night,2015,1,3,189,0,1,0,14,14,72,40.5,3,broken clouds
2015-01-10,2015-01-10T03:00:00Z,night,2015,1,3,153,0,1,0,13,13,77,41,3,broken clouds
2015-01-10,2015-01-10T04:00:00Z,night,2015,1,3,90,0,1,0,13,13,77,36,3,broken clouds
2015-01-10,2015-01-10T05:00:00Z,night,2015,1,3,52,0,1,0,13,13,77,35,3,broken clouds
2015-01-10,2015-01-10T06:00:00Z,day,2015,1,3,69,0,1,0,13,13,82,35,7,rain
2015-01-10,2015-01-10T07:00:00Z,day,2015,1,3,143,0,1,0,13,13,79.5,35,3,broken clouds
2015-01-10,2015-01-10T08:00:00Z,day,2015,1,3,321,0,1,0,14,14,74.5,40,3,broken clouds
2015-01-10,2015-01-10T09:00:00Z,day,2015,1,3,619,0,1,0,14,14,77,48,3,broken clouds
2015-01-10,2015-01-10T10:00:00Z,day,2015,1,3,757,0,1,0,14,14,74.5,41,7,rain
2015-01-10,2015-01-10T11:00:00Z,day,2015,1,3,800,0,1,0,11.5,11.5,67.5,42.5,3,broken clouds
2015-01-10,2015-01-10T12:00:00Z,day,2015,1,3,1191,0,1,0,11.5,11.5,58,41.5,2,scattered clouds
2015-01-10,2015-01-10T13:00:00Z,day,2015,1,3,1395,0,1,0,10.5,8.5,54,38,3,broken clouds
2015-01-10,2015-01-10T14:00:00Z,day,2015,1,3,1358,0,1,0,9,4.5,54,42.5,3,broken clouds
2015-01-10,2015-01-10T15:00:00Z,day,2015,1,3,1436,0,1,0,9,5,48,35,2,scattered clouds
2015-01-10,2015-01-10T16:00:00Z,day,2015,1,3,1270,0,1,0,8,4,51.5,27,1,clear
2015-01-10,2015-01-10T17:00:00Z,day,2015,1,3,1054,0,1,0,8,4,51.5,29,2,scattered clouds
2015-01-10,2015-01-10T18:00:00Z,night,2015,1,3,849,0,1,0,7,3,55,26,1,clear
2015-01-10,2015-01-10T19:00:00Z,night,2015,1,3,720,0,1,0,6,2,57,26,1,clear
2015-01-10,2015-01-10T20:00:00Z,night,2015,1,3,556,0,1,0,6,2,57,25,1,clear
2015-01-10,2015-01-10T21:00:00Z,night,2015,1,3,349,0,1,0,6,2,57,21,1,clear
2015-01-10,2015-01-10T22:00:00Z,night,2015,1,3,335,0,1,0,5,1,66,20,1,clear
2015-01-10,2015-01-10T23:00:00Z,night,2015,1,3,334,0,1,0,5,1,66,19.5,1,clear
2015-01-11,2015-01-11T00:00:00Z,night,2015,1,3,360,0,1,0,4.5,0.5,72.5,22,1,clear
2015-01-11,2015-01-11T01:00:00Z,night,2015,1,3,255,0,1,0,4,-0.5,75,22,1,clear
2015-01-11,2015-01-11T02:00:00Z,night,2015,1,3,198,0,1,0,4,-0.5,75,23,1,clear
2015-01-11,2015-01-11T03:00:00Z,night,2015,1,3,135,0,1,0,4,-1,75,27,2,scattered clouds
2015-01-11,2015-01-11T04:00:00Z,night,2015,1,3,74,0,1,0,4,-1,72.5,28,1,clear
2015-01-11,2015-01-11T05:00:00Z,night,2015,1,3,57,0,1,0,4,-1,70,27,1,clear
2015-01-11,2015-01-11T06:00:00Z,day,2015,1,3,67,0,1,0,4.5,0,68,24,1,clear
2015-01-11,2015-01-11T07:00:00Z,day,2015,1,3,93,0,1,0,5,1,66,24,1,clear
2015-01-11,2015-01-11T08:00:00Z,day,2015,1,3,241,0,1,0,5,0,66,29.5,1,clear
2015-01-11,2015-01-11T09:00:00Z,day,2015,1,3,538,0,1,0,5.5,0.5,63.5,29,1,clear
2015-01-11,2015-01-11T10:00:00Z,day,2015,1,3,922,0,1,0,6.5,2,61,30,1,clear
2015-01-11,2015-01-11T11:00:00Z,day,2015,1,3,1248,0,1,0,7.5,3.5,59,27,1,clear
2015-01-11,2015-01-11T12:00:00Z,day,2015,1,3,1555,0,1,0,8.5,4.5,55.5,27,1,clear
2015-01-11,2015-01-11T13:00:00Z,day,2015,1,3,1813,0,1,0,9,5,56,28,2,scattered clouds
2015-01-11,2015-01-11T14:00:00Z,day,2015,1,3,1639,0,1,0,9,5,60,28,2,scattered clouds
2015-01-11,2015-01-11T15:00:00Z,day,2015,1,3,1464,0,1,0,8.5,5,64,26,3,broken clouds
2015-01-11,2015-01-11T16:00:00Z,day,2015,1,3,1097,0,1,0,8,4.5,66,23,3,broken clouds
2015-01-11,2015-01-11T17:00:00Z,day,2015,1,3,827,0,1,0,8,5,71,20.5,7,rain
2015-01-11,2015-01-11T18:00:00Z,night,2015,1,3,519,0,1,0,8,4,73.5,25,7,rain
2015-01-11,2015-01-11T19:00:00Z,night,2015,1,3,493,0,1,0,8,4,73.5,24,3,broken clouds
2015-01-11,2015-01-11T20:00:00Z,night,2015,1,3,315,0,1,0,8,4.5,71,26,7,rain
2015-01-11,2015-01-11T21:00:00Z,night,2015,1,3,260,0,1,0,8,4,71,30,7,rain
2015-01-11,2015-01-11T22:00:00Z,night,2015,1,3,237,0,1,0,9,5,66,37,7,rain
2015-01-11,2015-01-11T23:00:00Z,night,2015,1,3,168,0,1,0,9,5,71,30.5,3,broken clouds
2015-01-12,2015-01-12T00:00:00Z,night,2015,1,3,117,1,0,0,9,5,68.5,29,2,scattered clouds
2015-01-12,2015-01-12T01:00:00Z,night,2015,1,3,45,1,0,0,10,6,60,34,4,cloudy
2015-01-12,2015-01-12T02:00:00Z,night,2015,1,3,29,1,0,0,10,7,64.5,30,4,cloudy
2015-01-12,2015-01-12T03:00:00Z,night,2015,1,3,36,1,0,0,10,6.5,67,30.5,3,broken clouds
2015-01-12,2015-01-12T04:00:00Z,night,2015,1,3,26,1,0,0,10,6.5,67,33.5,3,broken clouds
2015-01-12,2015-01-12T05:00:00Z,night,2015,1,3,86,1,0,0,10,6,67,35,3,broken clouds
2015-01-12,2015-01-12T06:00:00Z,day,2015,1,3,433,1,0,0,10,6,73.5,31,7,rain
2015-01-12,2015-01-12T07:00:00Z,day,2015,1,3,1541,1,0,0,10,7,76,30,7,rain
2015-01-12,2015-01-12T08:00:00Z,day,2015,1,3,3418,1,0,0,10,6,76,31,3,broken clouds
2015-01-12,2015-01-12T09:00:00Z,day,2015,1,3,1832,1,0,0,11.5,11.5,67,32.5,3,broken clouds
2015-01-12,2015-01-12T10:00:00Z,day,2015,1,3,723,1,0,0,12,12,67,33,3,broken clouds
2015-01-12,2015-01-12T11:00:00Z,day,2015,1,3,654,1,0,0,12,12,74.5,39,3,broken clouds
2015-01-12,2015-01-12T12:00:00Z,day,2015,1,3,700,1,0,0,12,12,79.5,29.5,3,broken clouds
2015-01-12,2015-01-12T13:00:00Z,day,2015,1,3,631,1,0,0,12,12,79.5,29.5,3,broken clouds
2015-01-12,2015-01-12T14:00:00Z,day,2015,1,3,520,1,0,0,12.5,12.5,77,33,7,rain
2015-01-12,2015-01-12T15:00:00Z,day,2015,1,3,374,1,0,0,12,12,82,25,7,rain
2015-01-12,2015-01-12T16:00:00Z,day,2015,1,3,669,1,0,0,12,12,82,22.5,7,rain
2015-01-12,2015-01-12T17:00:00Z,day,2015,1,3,1510,1,0,0,11.5,11.5,88,22,7,rain
2015-01-12,2015-01-12T18:00:00Z,night,2015,1,3,1186,1,0,0,11,11,94,22,7,rain
2015-01-12,2015-01-12T19:00:00Z,night,2015,1,3,1136,1,0,0,11.5,11.5,85,22,7,rain
2015-01-12,2015-01-12T20:00:00Z,night,2015,1,3,753,1,0,0,12,12,82,20,4,cloudy
2015-01-12,2015-01-12T21:00:00Z,night,2015,1,3,510,1,0,0,12,12,85,18.5,7,rain
2015-01-12,2015-01-12T22:00:00Z,night,2015,1,3,184,1,0,0,12,12,88,21,7,rain
2015-01-12,2015-01-12T23:00:00Z,night,2015,1,3,86,1,0,0,12,12,88,23,7,rain
2015-01-13,2015-01-13T00:00:00Z,night,2015,1,3,64,1,0,0,12,12,88,25,7,rain
2015-01-13,2015-01-13T01:00:00Z,night,2015,1,3,29,1,0,0,12,12,88,30,7,rain
2015-01-13,2015-01-13T02:00:00Z,night,2015,1,3,21,1,0,0,11.5,11.5,88,24.5,7,rain
2015-01-13,2015-01-13T03:00:00Z,night,2015,1,3,13,1,0,0,11,11,85,19,7,rain
2015-01-13,2015-01-13T04:00:00Z,night,2015,1,3,33,1,0,0,11,11,82,21,7,rain
2015-01-13,2015-01-13T05:00:00Z,night,2015,1,3,113,1,0,0,10.5,9,79.5,21,7,rain
2015-01-13,2015-01-13T06:00:00Z,day,2015,1,3,600,1,0,0,10,7.5,82,20.5,2,scattered clouds
2015-01-13,2015-01-13T07:00:00Z,day,2015,1,3,1584,1,0,0,9.5,6.5,79,21,7,rain
2015-01-13,2015-01-13T08:00:00Z,day,2015,1,3,3960,1,0,0,9,6.5,71,16,2,scattered clouds
2015-01-13,2015-01-13T09:00:00Z,day,2015,1,3,2090,1,0,0,9,6,71,18,2,scattered clouds
2015-01-13,2015-01-13T10:00:00Z,day,2015,1,3,960,1,0,0,9,6.5,71,17.5,1,clear
2015-01-13,2015-01-13T11:00:00Z,day,2015,1,3,866,1,0,0,9,6,68.5,18,2,scattered clouds
2015-01-13,2015-01-13T12:00:00Z,day,2015,1,3,1019,1,0,0,9.5,6.5,64,20.5,7,rain
2015-01-13,2015-01-13T13:00:00Z,day,2015,1,3,719,1,0,0,9,5.5,73.5,27.5,7,rain
2015-01-13,2015-01-13T14:00:00Z,day,2015,1,3,811,1,0,0,8.5,4.5,71,29,7,rain
2015-01-13,2015-01-13T15:00:00Z,day,2015,1,3,883,1,0,0,8,4.5,73.5,21.5,2,scattered clouds
2015-01-13,2015-01-13T16:00:00Z,day,2015,1,3,1391,1,0,0,7.5,4,68.5,23,2,scattered clouds
2015-01-13,2015-01-13T17:00:00Z,day,2015,1,3,2886,1,0,0,7,3,71,22,2,scattered clouds
2015-01-13,2015-01-13T18:00:00Z,night,2015,1,3,2659,1,0,0,7,4.5,71,14,7,rain
2015-01-13,2015-01-13T19:00:00Z,night,2015,1,3,1548,1,0,0,6,2.5,76,19.5,7,rain
2015-01-13,2015-01-13T20:00:00Z,night,2015,1,3,947,1,0,0,5.5,1.5,76,21,2,scattered clouds
2015-01-13,2015-01-13T21:00:00Z,night,2015,1,3,660,1,0,0,5,1,76,23,2,scattered clouds
2015-01-13,2015-01-13T22:00:00Z,night,2015,1,3,501,1,0,0,5,2,76,17,1,clear
2015-01-13,2015-01-13T23:00:00Z,night,2015,1,3,340,1,0,0,5,1,70,19.5,1,clear
2015-01-14,2015-01-14T00:00:00Z,night,2015,1,3,168,1,0,0,5,0.5,66,26,1,clear
2015-01-14,2015-01-14T01:00:00Z,night,2015,1,3,79,1,0,0,5,0,66,30,1,clear
2015-01-14,2015-01-14T02:00:00Z,night,2015,1,3,60,1,0,0,5,0.5,66,24,1,clear
2015-01-14,2015-01-14T03:00:00Z,night,2015,1,3,54,1,0,0,4.5,0.5,72.5,21,1,clear
2015-01-14,2015-01-14T04:00:00Z,night,2015,1,3,44,1,0,0,4.5,1.5,72.5,14,1,clear
2015-01-14,2015-01-14T05:00:00Z,night,2015,1,3,93,1,0,0,5,1.5,70,17.5,1,clear
2015-01-14,2015-01-14T06:00:00Z,day,2015,1,3,560,1,0,0,5,1,70,23,3,broken clouds
2015-01-14,2015-01-14T07:00:00Z,day,2015,1,3,1820,1,0,0,4.5,-1,68,30.5,2,scattered clouds
