date,year,month,season,count,is_workday,is_weekend,is_holiday,temp,temp_feel,humidity,wind_speed,weather_type
2015-04-12,2015,4,0,29204,0,1,0,11.791666666666666,10.916666666666666,58.645833333333336,20.208333333333332,clear
2015-04-13,2015,4,0,28048,1,0,0,11.604166666666666,11.166666666666666,68.77083333333333,9.729166666666666,broken clouds
2015-04-14,2015,4,0,34519,1,0,0,15.645833333333334,14.895833333333334,60.770833333333336,17.166666666666668,clear
2015-04-15,2015,4,0,37470,1,0,0,17.541666666666668,17.208333333333332,51.895833333333336,14.0625,clear
2015-04-16,2015,4,0,30489,1,0,0,11.6875,10.895833333333334,66.95833333333333,19.625,clear
2015-04-17,2015,4,0,29796,1,0,0,10.583333333333334,8.916666666666666,63.625,23.645833333333332,clear
2015-04-18,2015,4,0,29595,0,1,0,9.645833333333334,8.145833333333334,63.875,22.583333333333332,scattered clouds
2015-04-19,2015,4,0,19736,0,1,0,8.416666666666666,6.666666666666667,67.8125,11.604166666666666,broken clouds
2015-04-20,2015,4,0,32057,1,0,0,11.0625,10.4375,64.4375,13.854166666666666,clear
2015-04-21,2015,4,0,34908,1,0,0,11.375,10.854166666666666,61.604166666666664,12.75,clear
2015-04-22,2015,4,0,32381,1,0,0,10.395833333333334,9.479166666666666,72.47916666666667,16.854166666666668,clear
2015-04-23,2015,4,0,32773,1,0,0,10.395833333333334,9.020833333333334,71.66666666666667,13.208333333333334,clear
2015-04-24,2015,4,0,32102,1,0,0,13.020833333333334,12.6875,68.64583333333333,14.166666666666666,clear
2015-04-25,2015,4,0,25194,0,1,0,14.145833333333334,14.145833333333334,75.14583333333333,18.395833333333332,rain
2015-04-26,2015,4,0,19427,0,1,0,9.645833333333334,8.291666666666666,83.33333333333333,11.1875,broken clouds
2015-04-27,2015,4,0,30489,1,0,0,9.270833333333334,8.375,55.583333333333336,10.479166666666666,clear
2015-04-28,2015,4,0,31783,1,0,0,9.708333333333334,7.875,53.479166666666664,23.041666666666668,clear
2015-04-29,2015,4,0,26030,1,0,0,9.854166666666666,8,71.3125,18.645833333333332,clear
2015-04-30,2015,4,0,31621,1,0,0,10.75,9.4375,57.75,18.291666666666668,clear
2015-05-01,2015,5,0,29579,1,0,0,9.083333333333334,7.229166666666667,64.25,18.875,scattered clouds
2015-05-02,2015,5,0,22231,0,1,0,9.75,8.4375,74.52083333333333,21.0625,clear
2015-05-03,2015,5,0,21165,0,1,0,14.5625,14.5,80.375,21.75,broken clouds
2015-05-04,2015,5,0,26795,0,0,1,14.604166666666666,14.604166666666666,67.20833333333333,18.8125,scattered clouds
2015-05-05,2015,5,0,26488,1,0,0,14.645833333333334,14.645833333333334,69.35416666666667,31.041666666666668,scattered clouds
2015-05-06,2015,5,0,24438,1,0,0,12.5,12.25,70.54166666666667,32.166666666666664,rain
2015-05-07,2015,5,0,31144,1,0,0,13.166666666666666,13.104166666666666,62.3125,19.625,scattered clouds
2015-05-08,2015,5,0,26878,1,0,0,13.083333333333334,12.979166666666666,71.16666666666667,12.104166666666666,clear
2015-05-09,2015,5,0,27810,0,1,0,14.8125,14.8125,59.395833333333336,26.270833333333332,broken clouds
2015-05-10,2015,5,0,32226,0,1,0,14.770833333333334,14.645833333333334,66.58333333333333,13.6875,scattered clouds
2015-05-11,2015,5,0,33719,1,0,0,17.333333333333332,17.333333333333332,64.52083333333333,17.25,clear
2015-05-12,2015,5,0,33820,1,0,0,14.5625,14.5625,53.416666666666664,23.229166666666668,clear
2015-05-13,2015,5,0,36699,1,0,0,13.75,13.354166666666666,56.479166666666664,11.666666666666666,clear
2015-05-14,2015,5,0,15609,1,0,0,9.895833333333334,7.895833333333333,84.95833333333333,21.375,rain
2015-05-15,2015,5,0,32343,1,0,0,11.791666666666666,11.020833333333334,69.54166666666667,14.0625,scattered clouds
2015-05-16,2015,5,0,32526,0,1,0,15.145833333333334,15.145833333333334,59.875,19.916666666666668,clear
2015-05-17,2015,5,0,31323,0,1,0,13.583333333333334,13.25,56.395833333333336,17.166666666666668,clear
2015-05-18,2015,5,0,24288,1,0,0,12.416666666666666,11.979166666666666,68.29166666666667,25.104166666666668,scattered clouds
2015-05-19,2015,5,0,28331,1,0,0,10.916666666666666,9.5,63.125,24.270833333333332,scattered clouds
2015-05-20,2015,5,0,30534,1,0,0,11.520833333333334,10.458333333333334,61.1875,18.6875,clear
2015-05-21,2015,5,0,34833,1,0,0,14.625,14.020833333333334,53.020833333333336,15.75,clear
2015-05-22,2015,5,0,33435,1,0,0,15.6875,15.395833333333334,65.70833333333333,13.666666666666666,clear
2015-05-23,2015,5,0,23849,0,1,0,14.666666666666666,14.666666666666666,68.9375,15.020833333333334,broken clouds
2015-05-24,2015,5,0,30018,0,1,0,15.791666666666666,15.791666666666666,64.3125,11.479166666666666,broken clouds
2015-05-25,2015,5,0,29502,0,0,1,13.75,13.75,60.875,13.604166666666666,scattered clouds
2015-05-26,2015,5,0,34809,1,0,0,14.916666666666666,14.916666666666666,60.0625,14.604166666666666,clear
2015-05-27,2015,5,0,36407,1,0,0,14.791666666666666,14.541666666666666,56.416666666666664,16.6875,clear
2015-05-28,2015,5,0,34387,1,0,0,15.041666666666666,15.041666666666666,49.9375,23.208333333333332,clear
2015-05-29,2015,5,0,26023,1,0,0,12.375,12.375,64.04166666666667,22.208333333333332,scattered clouds
2015-05-30,2015,5,0,29206,0,1,0,13.083333333333334,12.416666666666666,57.770833333333336,17.833333333333332,clear
2015-05-31,2015,5,0,14998,0,1,0,13.854166666666666,13.854166666666666,72.875,22.333333333333332,rain
2015-06-01,2015,6,1,27864,1,0,0,12.104166666666666,11.4375,62.833333333333336,23.645833333333332,scattered clouds
2015-06-02,2015,6,1,27939,1,0,0,15.666666666666666,15.666666666666666,75.02083333333333,33.520833333333336,broken clouds
2015-06-03,2015,6,1,35377,1,0,0,16.125,16.125,53.0625,17.583333333333332,clear
2015-06-04,2015,6,1,39451,1,0,0,17,16.833333333333332,56.333333333333336,12.854166666666666,clear
2015-06-05,2015,6,1,34563,1,0,0,19.833333333333332,19.833333333333332,63.5,19.452380952380953,clear
2015-06-06,2015,6,1,32820,0,1,0,15.270833333333334,15.229166666666666,51.1875,23.791666666666668,clear
2015-06-07,2015,6,1,35407,0,1,0,15,14.916666666666666,55.979166666666664,12.520833333333334,clear
2015-06-08,2015,6,1,32587,1,0,0,13.604166666666666,13.541666666666666,63.854166666666664,13.541666666666666,clear
2015-06-09,2015,6,1,33255,1,0,0,12.041666666666666,11.3125,59.1875,21.020833333333332,scattered clouds
2015-06-10,2015,6,1,35707,1,0,0,13.979166666666666,13.8125,57.833333333333336,21.958333333333332,scattered clouds
2015-06-11,2015,6,1,38808,1,0,0,16.8125,16.6875,63.104166666666664,20.416666666666668,clear
2015-06-12,2015,6,1,35172,1,0,0,18.75,18.75,69.58333333333333,12.208333333333334,clear
2015-06-13,2015,6,1,30298,0,1,0,17.458333333333332,17.458333333333332,77.35416666666667,18.333333333333332,cloudy
2015-06-14,2015,6,1,25235,0,1,0,14.854166666666666,14.854166666666666,78.5,13.145833333333334,broken clouds
2015-06-15,2015,6,1,34558,1,0,0,14.270833333333334,14.270833333333334,64.70833333333333,16.875,scattered clouds
2015-06-16,2015,6,1,37923,1,0,0,17.041666666666668,16.895833333333332,58.541666666666664,8.125,clear
2015-06-17,2015,6,1,38591,1,0,0,19.645833333333332,19.645833333333332,65.54166666666667,21.916666666666668,clear
2015-06-18,2015,6,1,38687,1,0,0,17.875,17.875,57.25,18.083333333333332,clear
2015-06-19,2015,6,1,35966,1,0,0,16.354166666666668,16.354166666666668,58.541666666666664,16.020833333333332,scattered clouds
2015-06-20,2015,6,1,26295,0,1,0,16.645833333333332,16.645833333333332,74.8125,9.75,broken clouds
2015-06-21,2015,6,1,30393,0,1,0,17.458333333333332,17.458333333333332,62.6875,23.041666666666668,broken clouds
2015-06-22,2015,6,1,29557,1,0,0,14.6875,14.6875,70.85416666666667,20.916666666666668,scattered clouds
2015-06-23,2015,6,1,37472,1,0,0,15.8125,15.8125,60.4375,14.104166666666666,broken clouds
2015-06-24,2015,6,1,38940,1,0,0,18.625,18.4375,57.208333333333336,16.083333333333332,clear
2015-06-25,2015,6,1,38673,1,0,0,19.645833333333332,19.583333333333332,56.979166666666664,13.541666666666666,clear
2015-06-26,2015,6,1,37019,1,0,0,20.604166666666668,20.604166666666668,55.25,15.916666666666666,clear
2015-06-27,2015,6,1,36581,0,1,0,19.541666666666668,19.208333333333332,57.354166666666664,17,clear
2015-06-28,2015,6,1,25706,0,1,0,19.125,19.125,64.25,15.333333333333334,scattered clouds
2015-06-29,2015,6,1,39082,1,0,0,20.583333333333332,20.458333333333332,54.645833333333336,13.416666666666666,clear
2015-06-30,2015,6,1,43326,1,0,0,22.375,22,50.354166666666664,14.895833333333334,clear
2015-07-01,2015,7,1,42641,1,0,0,27.375,27.4375,50.979166666666664,17.3125,clear
2015-07-02,2015,7,1,38262,1,0,0,22.291666666666668,22.291666666666668,64.5625,15.208333333333334,clear
2015-07-03,2015,7,1,39611,1,0,0,19.916666666666668,19.875,63.666666666666664,17.458333333333332,clear
2015-07-04,2015,7,1,38283,0,1,0,22.229166666666668,22.229166666666668,66.16666666666667,17.4375,clear
2015-07-05,2015,7,1,29716,0,1,0,18.645833333333332,18.604166666666668,64.66666666666667,13.729166666666666,scattered clouds
2015-07-06,2015,7,1,38620,1,0,0,18.979166666666668,18.729166666666668,58.979166666666664,15.479166666666666,clear
2015-07-07,2015,7,1,37908,1,0,0,19.458333333333332,19.354166666666668,58.125,21.520833333333332,clear
2015-07-08,2015,7,1,41703,1,0,0,17.8125,17.8125,62.4375,23.833333333333332,broken clouds
2015-07-09,2015,7,1,72504,1,0,0,17.791666666666668,17.541666666666668,48.979166666666664,12.979166666666666,clear
2015-07-10,2015,7,1,42779,1,0,0,20.833333333333332,20.333333333333332,47.229166666666664,12.854166666666666,clear
2015-07-11,2015,7,1,42091,0,1,0,21.375,21.291666666666668,54.229166666666664,17.416666666666668,clear
2015-07-12,2015,7,1,23240,0,1,0,18.520833333333332,18.520833333333332,75.47916666666667,21.6875,broken clouds
2015-07-13,2015,7,1,26920,1,0,0,18.956521739130434,18.956521739130434,81.45652173913044,20.043478260869566,broken clouds
2015-07-14,2015,7,1,35348,1,0,0,19.416666666666668,19.416666666666668,76.64583333333333,15.979166666666666,broken clouds
2015-07-15,2015,7,1,34574,1,0,0,19.645833333333332,19.645833333333332,76.91666666666667,12,broken clouds
2015-07-16,2015,7,1,39306,1,0,0,19.916666666666668,19.916666666666668,65.47916666666667,22.041666666666668,broken clouds
2015-07-17,2015,7,1,38505,1,0,0,20.4375,20.4375,62.708333333333336,19.958333333333332,scattered clouds
2015-07-18,2015,7,1,38491,0,1,0,18.708333333333332,18.458333333333332,53.958333333333336,17.583333333333332,clear
2015-07-19,2015,7,1,36693,0,1,0,20,19.708333333333332,49.291666666666664,18.979166666666668,clear
2015-07-20,2015,7,1,27163,1,0,0,19.142857142857142,19.142857142857142,77.88095238095238,13.357142857142858,broken clouds
2015-07-21,2015,7,1,40696,1,0,0,20.395833333333332,20.395833333333332,58.354166666666664,22.395833333333332,clear
2015-07-22,2015,7,1,37915,1,0,0,19.333333333333332,19.229166666666668,60.958333333333336,17.75,scattered clouds
2015-07-23,2015,7,1,39092,1,0,0,18.166666666666668,18.125,56.520833333333336,13.5625,clear
2015-07-24,2015,7,1,16034,1,0,0,15.854166666666666,15.854166666666666,75.41666666666667,11.458333333333334,rain
2015-07-25,2015,7,1,32608,0,1,0,16.6875,16.6875,61.708333333333336,19.916666666666668,clear
2015-07-26,2015,7,1,12398,0,1,0,15.458333333333334,15.458333333333334,77.625,16.25,clear
2015-07-27,2015,7,1,31904,1,0,0,17.770833333333332,17.770833333333332,67.1875,28.208333333333332,broken clouds
2015-07-28,2015,7,1,36101,1,0,0,17.125,17.125,58.791666666666664,27.854166666666668,scattered clouds
2015-07-29,2015,7,1,36761,1,0,0,15.833333333333334,15.833333333333334,60.895833333333336,19.666666666666668,scattered clouds
2015-07-30,2015,7,1,36145,1,0,0,15.9375,15.9375,60.208333333333336,14.854166666666666,scattered clouds
2015-07-31,2015,7,1,36675,1,0,0,16.958333333333332,16.895833333333332,58.645833333333336,8.1875,clear
2015-08-01,2015,8,1,43017,0,1,0,17.666666666666668,17.5625,55.6875,12.604166666666666,clear
2015-08-02,2015,8,1,43295,0,1,0,19.791666666666668,19.541666666666668,57.770833333333336,12.5,clear
2015-08-03,2015,8,1,35402,1,0,0,19.833333333333332,19.833333333333332,68.25,17.625,broken clouds
2015-08-04,2015,8,1,37644,1,0,0,18.270833333333332,18.25,61,22.916666666666668,clear
2015-08-05,2015,8,1,38770,1,0,0,18.375,18.354166666666668,64.5625,11.0625,clear
2015-08-06,2015,8,1,63468,1,0,0,19.4375,19.4375,67.70833333333333,14.895833333333334,clear
2015-08-07,2015,8,1,39486,1,0,0,19.520833333333332,19.520833333333332,62.708333333333336,8.958333333333334,scattered clouds
2015-08-08,2015,8,1,38993,0,1,0,19.729166666666668,19.729166666666668,69.4375,11.041666666666666,clear
2015-08-09,2015,8,1,40441,0,1,0,21.25,21.104166666666668,55.8125,12.270833333333334,clear
2015-08-10,2015,8,1,35335,1,0,0,20.333333333333332,20.333333333333332,74.02083333333333,18.104166666666668,broken clouds
2015-08-11,2015,8,1,34318,1,0,0,18.3125,18.3125,64.5625,7.4375,scattered clouds
2015-08-12,2015,8,1,36548,1,0,0,18.541666666666668,18.541666666666668,70.39583333333333,16.770833333333332,broken clouds
2015-08-13,2015,8,1,25974,1,0,0,18.9375,18.9375,83.89583333333333,15.145833333333334,cloudy
2015-08-14,2015,8,1,25419,1,0,0,19.020833333333332,19.020833333333332,85.60416666666667,12.541666666666666,broken clouds
2015-08-15,2015,8,1,33739,0,1,0,17.583333333333332,17.583333333333332,63.291666666666664,13.5,clear
2015-08-16,2015,8,1,30616,0,1,0,16.8125,16.8125,63.416666666666664,7,clear
2015-08-17,2015,8,1,35695,1,0,0,17.8125,17.8125,55.770833333333336,9.666666666666666,clear
2015-08-18,2015,8,1,34530,1,0,0,17.625,17.625,59.520833333333336,16.145833333333332,clear
2015-08-19,2015,8,1,31640,1,0,0,17.9375,17.9375,68.5,15.083333333333334,scattered clouds
2015-08-20,2015,8,1,32554,1,0,0,19.041666666666668,19.041666666666668,81.375,13.8125,broken clouds
2015-08-21,2015,8,1,35882,1,0,0,22.104166666666668,22.104166666666668,68.91666666666667,14.5625,clear
2015-08-22,2015,8,1,44187,0,1,0,23.208333333333332,23.1875,62.770833333333336,12.291666666666666,clear
2015-08-23,2015,8,1,27001,0,1,0,19.5,19.5,68,16.854166666666668,clear
2015-08-24,2015,8,1,17400,1,0,0,15.833333333333334,15.833333333333334,87.45833333333333,13.375,rain
2015-08-25,2015,8,1,28152,1,0,0,16.208333333333332,16.208333333333332,79.33333333333333,20.104166666666668,scattered clouds
2015-08-26,2015,8,1,23738,1,0,0,18.25,18.25,80.72916666666667,21.979166666666668,rain
2015-08-27,2015,8,1,30528,1,0,0,16.770833333333332,16.770833333333332,73.04166666666667,17.5,scattered clouds
2015-08-28,2015,8,1,32950,1,0,0,16.958333333333332,16.958333333333332,66.9375,15.8125,clear
2015-08-29,2015,8,1,22618,0,1,0,18.291666666666668,18.270833333333332,72.72916666666667,7.770833333333333,clear
2015-08-30,2015,8,1,24972,0,1,0,17.833333333333332,17.833333333333332,80.3125,10.479166666666666,broken clouds
2015-08-31,2015,8,1,9639,0,0,1,15.479166666666666,15.479166666666666,89.54166666666667,10.4375,rain
2015-09-01,2015,9,2,25556,1,0,0,15.479166666666666,15.479166666666666,79.83333333333333,9.5,scattered clouds
2015-09-02,2015,9,2,30180,1,0,0,14.6875,14.6875,73.25,10.229166666666666,scattered clouds
2015-09-03,2015,9,2,30950,1,0,0,13.9375,13.9375,68.75,12.958333333333334,scattered clouds
2015-09-04,2015,9,2,29709,1,0,0,14.291666666666666,14.291666666666666,65.33333333333333,13.125,scattered clouds
2015-09-05,2015,9,2,22317,0,1,0,13.4375,13.4375,71.47916666666667,11.291666666666666,broken clouds
2015-09-06,2015,9,2,29429,0,1,0,14.125,13.854166666666666,64.70833333333333,9.8125,clear
2015-09-07,2015,9,2,31692,1,0,0,14.333333333333334,14.333333333333334,72.16666666666667,9.8125,clear
2015-09-08,2015,9,2,32781,1,0,0,14.145833333333334,14.145833333333334,73.375,8.375,broken clouds
2015-09-09,2015,9,2,33116,1,0,0,15.8125,15.8125,71.64583333333333,14.083333333333334,broken clouds
2015-09-10,2015,9,2,35734,1,0,0,16.1875,16.1875,71.83333333333333,15,clear
2015-09-11,2015,9,2,33190,1,0,0,16.568181818181817,16.568181818181817,71.95454545454545,16.84090909090909,clear
2015-09-12,2015,9,2,27023,0,1,0,18.27777777777778,18.27777777777778,63.80555555555556,17.52777777777778,scattered clouds
