city,date,temp,o3,dewpoint,pm10,season,yday,month,year
chic,1997-03-30,37.5,23.4912073976,33.75,8.76669305,Winter,89,Mar,1997
chic,1997-03-31,38.5,25.243788784,22,19.662297448,Winter,90,Mar,1997
chic,1997-04-01,44.5,14.058638381,28.125,59.723237969,Spring,91,Apr,1997
chic,1997-04-02,53,11.671486007,29.875,61.740291488,Spring,92,Apr,1997
chic,1997-04-03,59.5,10.747645754,49.875,42.619412367,Spring,93,Apr,1997
chic,1997-04-04,62.5,28.9701193306,48.25,50.954579352,Spring,94,Apr,1997
chic,1997-04-05,60.5,26.1255173886,54.375,18.4023794,Spring,95,Apr,1997
chic,1997-04-06,45,26.7899781975,21.75,30.383148631,Spring,96,Apr,1997
chic,1997-04-07,34,25.2639554286,18.375,20.162419477,Spring,97,Apr,1997
chic,1997-04-08,28.5,20.041805226,9.25,12.213098343,Spring,98,Apr,1997
chic,1997-04-09,30,20.7438909525,18.875,13.042768673,Spring,99,Apr,1997
chic,1997-04-10,30.5,20.5014080379,22,25.168901246,Spring,100,Apr,1997
chic,1997-04-11,33.5,23.5023256338,32,19.921889552,Spring,101,Apr,1997
chic,1997-04-12,33.5,20.7659149503,30.375,12.029032413,Spring,102,Apr,1997
chic,1997-04-13,38.5,26.7023856795,24.625,10.222290641,Spring,103,Apr,1997
chic,1997-04-14,41.5,16.60310949,28.125,50.132729559,Spring,104,Apr,1997
chic,1997-04-15,49,26.2047596514,36.25,74.149213075,Spring,105,Apr,1997
chic,1997-04-16,43,20.3003187145,25.625,24.429763724,Spring,106,Apr,1997
chic,1997-04-17,40.5,17.01137552,25.75,12.267344944,Spring,107,Apr,1997
chic,1997-04-18,40,11.740018944,34.75,39.270092196,Spring,108,Apr,1997
chic,1997-04-19,45.5,22.3759989819,30.875,32.2804566128,Spring,109,Apr,1997
chic,1997-04-20,49,22.089883585,42.25,30.360379028,Spring,110,Apr,1997
chic,1997-04-21,45,32.807542961,31,16.409829582,Spring,111,Apr,1997
chic,1997-04-22,43,28.0067094437,33.625,14.833848992,Spring,112,Apr,1997
chic,1997-04-23,48.5,25.3869500571,34,5.566422982,Spring,113,Apr,1997
chic,1997-04-24,47.5,21.5671687238,36.5,7.478510892,Spring,114,Apr,1997
chic,1997-04-25,48,23.1947345157,27.75,22.488679424,Spring,115,Apr,1997
chic,1997-04-26,49.5,21.3041985549,24.25,35.4883358164,Spring,116,Apr,1997
chic,1997-04-27,47.5,27.4759190161,40.25,23.568006146,Spring,117,Apr,1997
chic,1997-04-28,50.5,18.507011507,40.75,61.233842483,Spring,118,Apr,1997
chic,1997-04-29,60,33.285414799,45.25,91.573500652,Spring,119,Apr,1997
chic,1997-04-30,55,22.8165665767,50,47.562511641,Spring,120,Apr,1997
chic,1997-05-01,48.5,18.892857022,36.875,15.561623717,Spring,121,May,1997
chic,1997-05-02,48.5,8.900922509,45.5,31.592358912,Spring,122,May,1997
chic,1997-05-03,49,20.4354589186,40.375,11.617084188,Spring,123,May,1997
chic,1997-05-04,51.5,28.1333635836,33.25,19.247858536,Spring,124,May,1997
chic,1997-05-05,62,28.5328490292,38.875,77.691260011,Spring,125,May,1997
chic,1997-05-06,55.5,21.8087196805,35,24.781919352,Spring,126,May,1997
chic,1997-05-07,52.5,19.118428566,49.25,37.6747347482,Spring,127,May,1997
chic,1997-05-08,61,27.4239590691,42.75,26.676732166,Spring,128,May,1997
chic,1997-05-09,50.5,20.023251,36,12.687721179,Spring,129,May,1997
chic,1997-05-10,52.5,20.4980210861,32.625,27.260563689,Spring,130,May,1997
chic,1997-05-11,59.5,25.8109598924,43.875,26.69046843,Spring,131,May,1997
chic,1997-05-12,52.5,24.8324976935,32.5,29.6657431552,Spring,132,May,1997
chic,1997-05-13,45.5,16.76821907,38.75,22.806887078,Spring,133,May,1997
chic,1997-05-14,49.5,10.961715167,40.625,32.7795911719,Spring,134,May,1997
chic,1997-05-15,45,12.316522626,35.5,7.752118646,Spring,135,May,1997
chic,1997-05-16,51,20.18138636,41.375,35.0382888315,Spring,136,May,1997
chic,1997-05-17,50.5,27.8848981388,38.25,19.845525238,Spring,137,May,1997
chic,1997-05-18,59.5,23.0175356793,63.875,33.9087120511,Spring,138,May,1997
chic,1997-05-19,54,17.893849959,42.375,20.945670708,Spring,139,May,1997
chic,1997-05-20,51.5,16.30150301,38.125,25.948849879,Spring,140,May,1997
chic,1997-05-21,48,18.671382085,34.375,10.899399325,Spring,141,May,1997
chic,1997-05-22,50.5,18.694100397,34.625,29.9911774364,Spring,142,May,1997
chic,1997-05-23,58,23.6291560624,40.75,35.8032454836,Spring,143,May,1997
chic,1997-05-24,68.5,38.761342991,56.125,61.784014714,Spring,144,May,1997
chic,1997-05-25,50,35.798836795,44.5,21.841180372,Spring,145,May,1997
chic,1997-05-26,50,30.91117846,35.875,4.851112866,Spring,146,May,1997
chic,1997-05-27,56,28.0375912917,39.375,25.735728255,Spring,147,May,1997
chic,1997-05-28,58.5,18.696263437,56.875,30.2567370677,Spring,148,May,1997
chic,1997-05-29,58,15.66312397,50.75,21.705508474,Spring,149,May,1997
chic,1997-05-30,61,26.7211682053,51.75,25.708255727,Spring,150,May,1997
chic,1997-05-31,59,35.435550136,53.375,20.629262978,Spring,151,May,1997
chic,1997-06-01,60.5,42.333154218,51.25,15.522513507,Spring,152,Jun,1997
chic,1997-06-02,58,28.200887944,54.5,17.549986027,Spring,153,Jun,1997
chic,1997-06-03,61.5,28.8544355994,52.625,25.805575552,Spring,154,Jun,1997
chic,1997-06-04,59,28.5770389892,47.5,28.525260756,Spring,155,Jun,1997
chic,1997-06-05,62,29.2405335545,56,47.607678339,Spring,156,Jun,1997
chic,1997-06-06,63.5,22.3652198352,58.75,47.641199318,Spring,157,Jun,1997
chic,1997-06-07,58.5,19.643811052,55.375,14.572383124,Spring,158,Jun,1997
chic,1997-06-08,61,39.023418947,48.625,19.5971084,Spring,159,Jun,1997
chic,1997-06-09,62.5,39.508855807,51.75,34.1196056919,Spring,160,Jun,1997
chic,1997-06-10,66.5,39.046713319,53.875,47.525679828,Spring,161,Jun,1997
chic,1997-06-11,67.5,18.851315362,63.125,54.624580927,Spring,162,Jun,1997
chic,1997-06-12,70,18.511914428,63.625,56.748342175,Spring,163,Jun,1997
chic,1997-06-13,71,27.0439459263,52,39.74552947,Spring,164,Jun,1997
chic,1997-06-14,56.5,19.262823367,41.875,8.809167687,Spring,165,Jun,1997
chic,1997-06-15,63,33.159088711,59.75,32.2802290167,Spring,166,Jun,1997
chic,1997-06-16,67,30.475853144,53.375,23.802197802,Spring,167,Jun,1997
chic,1997-06-17,60.5,21.3758628205,50.375,23.751535230000002,Spring,168,Jun,1997
chic,1997-06-18,67,29.4338599675,61.125,48.672472528,Spring,169,Jun,1997
chic,1997-06-19,70,30.1663583386,65.875,56.838516484,Spring,170,Jun,1997
chic,1997-06-20,81.5,38.250610446,72.875,74.783571429,Spring,171,Jun,1997
chic,1997-06-21,75.5,28.1086489913,64.75,26.784569977,Spring,172,Jun,1997
chic,1997-06-22,77,35.927961504,66.875,21.04739011,Spring,173,Jun,1997
chic,1997-06-23,82.5,27.3639442767,69.625,68.201455459,Spring,174,Jun,1997
chic,1997-06-24,84,30.2008345548,60,123.43376732,Spring,175,Jun,1997
chic,1997-06-25,78,27.6469999577,62.75,37.5151098906,Spring,176,Jun,1997
chic,1997-06-26,73.5,28.0258800067,55.25,25.676159951,Spring,177,Jun,1997
chic,1997-06-27,72.5,29.8366333614,59,43.908437212,Spring,178,Jun,1997
chic,1997-06-28,74,44.343792128,62,46.728357753,Spring,179,Jun,1997
chic,1997-06-29,75,54.687638629,65.25,60.941933067,Spring,180,Jun,1997
chic,1997-06-30,76,18.077341408,69.25,34.947003578,Spring,181,Jun,1997
chic,1997-07-01,77.5,36.379214091,68.625,45.985514486,Summer,182,Jul,1997
chic,1997-07-02,79.5,28.5605127567,55.75,58.030698952,Summer,183,Jul,1997
chic,1997-07-03,68.5,16.66064783,54.25,23.394847756,Summer,184,Jul,1997
chic,1997-07-04,61.5,9.148545689,51.875,10.033446202,Summer,185,Jul,1997
chic,1997-07-05,65.5,19.711972876,50.75,15.044435212,Summer,186,Jul,1997
chic,1997-07-06,70,30.2788157693,57.75,18.20100733,Summer,187,Jul,1997
chic,1997-07-07,65.5,25.3145038417,52.5,21.047374138,Summer,188,Jul,1997
chic,1997-07-08,71,28.1623160885,58,38.9759455662,Summer,189,Jul,1997
chic,1997-07-09,62,26.4205167017,50.75,14.955048184,Summer,190,Jul,1997
chic,1997-07-10,64.5,23.3158402866,51,26.055979169,Summer,191,Jul,1997
chic,1997-07-11,68.5,32.427189158,59.125,41.05873399,Summer,192,Jul,1997
chic,1997-07-12,74.5,46.690613865,63.5,58.096180335,Summer,193,Jul,1997
chic,1997-07-13,82.5,37.229321658,71.75,58.138303469,Summer,194,Jul,1997
chic,1997-07-14,83,26.1879213258,62.375,41.119019723,Summer,195,Jul,1997
chic,1997-07-15,79,22.9387150132,64.25,28.354941809,Summer,196,Jul,1997
chic,1997-07-16,82.5,30.364393766,59.875,39.1823806041,Summer,197,Jul,1997
chic,1997-07-17,84,42.00033433,68.625,58.190645067,Summer,198,Jul,1997
chic,1997-07-18,79,19.021799435,69.125,55.12382693,Summer,199,Jul,1997
chic,1997-07-19,74.5,28.4589007369,60.625,21.16678063,Summer,200,Jul,1997
chic,1997-07-20,76.5,34.591991707,71.625,38.1667806297,Summer,201,Jul,1997
chic,1997-07-21,72,29.5803985942,65.125,26.735520632,Summer,202,Jul,1997
chic,1997-07-22,69,26.2853404691,64.375,21.056587792,Summer,203,Jul,1997
chic,1997-07-23,69,29.6199170512,59.75,25.045568508,Summer,204,Jul,1997
chic,1997-07-24,72.5,37.000457682,64.75,43.139863924,Summer,205,Jul,1997
chic,1997-07-25,76,35.52402097,75.75,78.244893972,Summer,206,Jul,1997
chic,1997-07-26,85.5,41.667510417,73.375,58.214590942,Summer,207,Jul,1997
chic,1997-07-27,81.5,25.6891631377,73.75,35.0229595005,Summer,208,Jul,1997
chic,1997-07-28,74.5,19.171501321,57.375,16.159494526,Summer,209,Jul,1997
chic,1997-07-29,66.5,18.644871272,50.875,5.145720416,Summer,210,Jul,1997
chic,1997-07-30,68.5,19.5914067,52.375,14.100357522,Summer,211,Jul,1997
chic,1997-07-31,69,23.8330161272,56.25,36.1669998075,Summer,212,Jul,1997
chic,1997-08-01,74.5,39.653900071,58.875,70.26341854,Summer,213,Aug,1997
chic,1997-08-02,81.5,42.101560864,59.375,47.407203924,Summer,214,Aug,1997
chic,1997-08-03,78,35.468266661,66.5,34.2523992565,Summer,215,Aug,1997
chic,1997-08-04,71,19.797623935,57.75,13.29647639,Summer,216,Aug,1997
chic,1997-08-05,62.5,18.199148374,45.875,9.565040117,Summer,217,Aug,1997
chic,1997-08-06,64.5,13.840840642,54,28.23201198,Summer,218,Aug,1997
chic,1997-08-07,67,24.3738582748,55.5,45.256805368,Summer,219,Aug,1997
chic,1997-08-08,69.5,33.016576745,52.875,45.727228174,Summer,220,Aug,1997
chic,1997-08-09,70.5,24.2048337861,66,41.300882503,Summer,221,Aug,1997
chic,1997-08-10,75.5,23.5368570743,65.5,42.284353578,Summer,222,Aug,1997
chic,1997-08-11,67.5,14.076651334,62.125,12.100022346,Summer,223,Aug,1997
chic,1997-08-12,69.5,4.018490079,67.875,26.569655327,Summer,224,Aug,1997
chic,1997-08-13,68.5,16.346955856,58.75,17.555881218,Summer,225,Aug,1997
chic,1997-08-14,65.5,18.405664946,63.125,28.227956301,Summer,226,Aug,1997
chic,1997-08-15,77,19.537262638,70,38.5503715802,Summer,227,Aug,1997
chic,1997-08-16,80,30.2131011667,69.875,36.5724101477,Summer,228,Aug,1997
chic,1997-08-17,68.5,20.5558414193,64,NA,Summer,229,Aug,1997
chic,1997-08-18,63.5,15.74373226,54.375,4.528333008,Summer,230,Aug,1997
chic,1997-08-19,64,14.423645649,60,24.60822282,Summer,231,Aug,1997
chic,1997-08-20,67,13.593484366,59.375,28.254332752,Summer,232,Aug,1997
chic,1997-08-21,63.5,16.272547842,52.875,11.613762898,Summer,233,Aug,1997
chic,1997-08-22,64,10.488211995,54.875,20.652436935,Summer,234,Aug,1997
chic,1997-08-23,65.5,15.647184714,57.75,25.117121275,Summer,235,Aug,1997
chic,1997-08-24,70.5,26.3849585939,62.75,18.251642464,Summer,236,Aug,1997
chic,1997-08-25,65.5,25.5935357869,59.5,24.199156281,Summer,237,Aug,1997
chic,1997-08-26,69,16.186654731,68.75,45.4149698,Summer,238,Aug,1997
chic,1997-08-27,77,14.069765258,67.5,47.160482247,Summer,239,Aug,1997
chic,1997-08-28,68.5,17.521699618,58.125,14.160482244,Summer,240,Aug,1997
chic,1997-08-29,67,16.195453797,58.875,25.396569368,Summer,241,Aug,1997
chic,1997-08-30,65,16.305560351,68.125,40.2499646667,Summer,242,Aug,1997
chic,1997-08-31,72,26.5199041851,62.125,17.319025438,Summer,243,Aug,1997
chic,1997-09-01,70.5,24.3715134958,65.875,29.696246192,Summer,244,Sep,1997
chic,1997-09-02,68,10.789141567,51.75,34.3494121805,Summer,245,Sep,1997
chic,1997-09-03,58.5,15.16591743,47.125,4.393611078,Summer,246,Sep,1997
chic,1997-09-04,59,13.715920796,44.875,28.451271744,Summer,247,Sep,1997
chic,1997-09-05,60.5,14.115820783,51,54.488296072,Summer,248,Sep,1997
chic,1997-09-06,74.5,30.0422648921,64.75,39.5048706581,Summer,249,Sep,1997
chic,1997-09-07,66,21.2190781758,60.125,20.350942878,Summer,250,Sep,1997
chic,1997-09-08,67.5,16.879846161,62.875,20.538019828,Summer,251,Sep,1997
chic,1997-09-09,68.5,18.357554827,60.375,30.579456293,Summer,252,Sep,1997
chic,1997-09-10,64.5,12.456019394,55.375,13.976883875,Summer,253,Sep,1997
chic,1997-09-11,61.5,6.786060829,53.75,20.08841706,Summer,254,Sep,1997
chic,1997-09-12,61.5,10.386999633,52.75,28.02211872,Summer,255,Sep,1997
chic,1997-09-13,63.5,18.220807599,58.625,41.323483891,Summer,256,Sep,1997
chic,1997-09-14,69,31.196239109,62.375,48.035930875,Summer,257,Sep,1997
chic,1997-09-15,69.5,32.221668428,65.375,80.033168444,Summer,258,Sep,1997
chic,1997-09-16,74.5,36.327784257,68.875,81.07067052,Summer,259,Sep,1997
chic,1997-09-17,70,13.700606832,50.875,19.216252307,Summer,260,Sep,1997
chic,1997-09-18,69,19.051749889,50.375,94.282550645,Summer,261,Sep,1997
chic,1997-09-19,73,21.4472155137,67.875,35.3038254491,Summer,262,Sep,1997
chic,1997-09-20,58.5,13.768569327,48.5,7.531169427,Summer,263,Sep,1997
chic,1997-09-21,57,8.278728699,46.125,11.569843467,Summer,264,Sep,1997
chic,1997-09-22,57.5,4.054641319,51.875,34.9022960061,Summer,265,Sep,1997
chic,1997-09-23,59,9.708390849,46.375,14.934349435,Summer,266,Sep,1997
chic,1997-09-24,56.5,7.514597849,47.375,29.903962696,Summer,267,Sep,1997
chic,1997-09-25,66,14.73798366,55.125,28.379990779,Summer,268,Sep,1997
chic,1997-09-26,60,14.183736641,51.125,19.577995845,Summer,269,Sep,1997
chic,1997-09-27,62.5,17.043929501,54.125,29.674680928,Summer,270,Sep,1997
chic,1997-09-28,64,13.628404338,48,22.829006171,Summer,271,Sep,1997
chic,1997-09-29,65,15.955390529,44.125,56.581478447,Summer,272,Sep,1997
chic,1997-09-30,59.5,8.791206069,47,17.570428728,Summer,273,Sep,1997
chic,1997-10-01,52,14.169136012,42.5,18.307532488,Autumn,274,Oct,1997
chic,1997-10-02,61,12.850861366,51.875,75.849434248,Autumn,275,Oct,1997
chic,1997-10-03,73,28.5031294934,60.75,87.9433569,Autumn,276,Oct,1997
chic,1997-10-04,68,17.993936472,55.75,44.23844528,Autumn,277,Oct,1997
chic,1997-10-05,70,27.4359915851,54.875,50.917961155,Autumn,278,Oct,1997
chic,1997-10-06,70.5,19.700119934,56.375,85.929010879,Autumn,279,Oct,1997
chic,1997-10-07,73.5,17.620256071,58.875,54.187172261,Autumn,280,Oct,1997
chic,1997-10-08,72.5,29.7168914633,60.375,71.854425243,Autumn,281,Oct,1997
chic,1997-10-09,64,15.051322472,44.75,39.8765246909,Autumn,282,Oct,1997
chic,1997-10-10,59,8.025645254,47.25,42.088554974,Autumn,283,Oct,1997
chic,1997-10-11,61.5,16.918672769,44.25,27.04250182,Autumn,284,Oct,1997
chic,1997-10-12,70,29.9211012117,56.125,33.9789659082,Autumn,285,Oct,1997
chic,1997-10-13,59.5,12.438188769,39.375,20.595457153,Autumn,286,Oct,1997
chic,1997-10-14,42.5,7.684962749,30.25,15.973441043,Autumn,287,Oct,1997
chic,1997-10-15,42.5,3.282740287,36.75,42.061838836,Autumn,288,Oct,1997
chic,1997-10-16,47.5,7.979999744,38.5,45.193108192,Autumn,289,Oct,1997
chic,1997-10-17,45.5,6.096835984,39.25,44.983113838,Autumn,290,Oct,1997
chic,1997-10-18,44.5,6.383835484,36.375,49.991401131,Autumn,291,Oct,1997
chic,1997-10-19,50,13.702806335,45.25,36.0480655003,Autumn,292,Oct,1997
chic,1997-10-20,45.5,5.898247614,32.625,15.991401128,Autumn,293,Oct,1997
chic,1997-10-21,42.5,9.551619484,20.625,15.972064118,Autumn,294,Oct,1997
chic,1997-10-22,36,11.69927403,23.5,26.3796492,Autumn,295,Oct,1997
chic,1997-10-23,44.5,2.980506134,31.25,47.538239325,Autumn,296,Oct,1997
chic,1997-10-24,46,0.0858419439999984,44.375,35.4387918116,Autumn,297,Oct,1997
chic,1997-10-25,47,14.755234096,37.875,22.029646854,Autumn,298,Oct,1997
chic,1997-10-26,40,21.2324134785,36,4.444316674,Autumn,299,Oct,1997
chic,1997-10-27,32.5,11.212887741,25.571428571,12.494040434,Autumn,300,Oct,1997
chic,1997-10-28,39,4.553954792,36.125,40.2410297679,Autumn,301,Oct,1997
chic,1997-10-29,44,2.4276765,36,49.592159421,Autumn,302,Oct,1997
chic,1997-10-30,51,10.997301215,50.25,60.633595885,Autumn,303,Oct,1997
chic,1997-10-31,59.5,11.127667266,52.5,37.5437439135,Autumn,304,Oct,1997
chic,1997-11-01,50,8.280297454,36.125,14.603209149,Autumn,305,Nov,1997
chic,1997-11-02,38.5,9.837252924,30.125,3.594921849,Autumn,306,Nov,1997
chic,1997-11-03,36.5,1.572217033,34.125,17.636120054,Autumn,307,Nov,1997
chic,1997-11-04,39,0.946119191000001,35.25,19.947497348,Autumn,308,Nov,1997
chic,1997-11-05,40,3.905143159,40.5,29.919873035,Autumn,309,Nov,1997
chic,1997-11-06,45,6.817325611,39.875,22.141109358,Autumn,310,Nov,1997
chic,1997-11-07,43,17.815911361,35.25,11.975121658,Autumn,311,Nov,1997
chic,1997-11-08,44,14.073289374,34.125,17.986171378,Autumn,312,Nov,1997
chic,1997-11-09,42.5,8.690660258,34.875,20.956003798,Autumn,313,Nov,1997
chic,1997-11-10,36.5,9.42537895,22.125,14.76170946,Autumn,314,Nov,1997
chic,1997-11-11,28.5,6.334441315,18.25,18.69817354,Autumn,315,Nov,1997
chic,1997-11-12,26.5,7.309092868,16.75,29.419388748,Autumn,316,Nov,1997
chic,1997-11-13,31.5,8.287314003,22.25,33.6208254774,Autumn,317,Nov,1997
chic,1997-11-14,36,16.120772909,31.25,14.35010725,Autumn,318,Nov,1997
chic,1997-11-15,29,8.692985326,24.375,12.15521543,Autumn,319,Nov,1997
chic,1997-11-16,22,14.942031127,14,7.188812768,Autumn,320,Nov,1997
chic,1997-11-17,25.5,6.964714814,24,46.014779623,Autumn,321,Nov,1997
chic,1997-11-18,32,6.573466394,25.125,37.5971850906,Autumn,322,Nov,1997
chic,1997-11-19,27.5,4.492958813,22.625,38.7910227172,Autumn,323,Nov,1997
chic,1997-11-20,33.5,3.391920866,37.5,58.74129896,Autumn,324,Nov,1997
chic,1997-11-21,35.5,19.4175146,29.625,15.810959562,Autumn,325,Nov,1997
chic,1997-11-22,34.5,10.616514184,25.625,31.779749652,Autumn,326,Nov,1997
chic,1997-11-23,26,12.322421715,20.75,12.88748446,Autumn,327,Nov,1997
chic,1997-11-24,26.5,7.093888857,17.125,32.089261191,Autumn,328,Nov,1997
chic,1997-11-25,47,9.803494571,41.25,53.834998271,Autumn,329,Nov,1997
