city,date,death,temp,dewpoint,pm10,o3,time,season,year
chic,1997-03-07,101,35.5,35.25,30.5881128454,18.004314474,3719,Winter,1997
chic,1997-03-08,102,39,28.25,16.234962739,30.1122270445,3720,Winter,1997
chic,1997-03-09,125,37,32.625,21.209234708,15.178621967,3721,Winter,1997
chic,1997-03-10,119,44,33.25,26.324619323,20.22995016,3722,Winter,1997
chic,1997-03-11,115,37,23.375,20.132702981,29.9759252248,3723,Winter,1997
chic,1997-03-12,121,33.5,25,20.434509433,30.813734494,3724,Winter,1997
chic,1997-03-13,112,37.5,30.5,22.483959982,28.3870203662,3725,Winter,1997
chic,1997-03-14,127,26.5,15.5,18.57903562,24.6156224895,3726,Winter,1997
chic,1997-03-15,99,19,8.375,8.03033619,30.738471289,3727,Winter,1997
chic,1997-03-16,125,24.5,23.75,16.93418234,26.6216096814,3728,Winter,1997
chic,1997-03-17,115,45,33.625,31.866305195,22.2163629613,3729,Winter,1997
chic,1997-03-18,113,33.5,27,18.604512014,40.204707853,3730,Winter,1997
chic,1997-03-19,105,35.5,28.875,23.588028497,28.4945429786,3731,Winter,1997
chic,1997-03-20,113,46,31.875,31.50980485,24.9482756094,3732,Winter,1997
chic,1997-03-21,120,53.5,42.5,58.496763829,17.995995725,3733,Winter,1997
chic,1997-03-22,105,37.5,28.625,18.609401192,27.961548441,3734,Winter,1997
chic,1997-03-23,119,32.5,20.375,15.133759421,24.7678488655,3735,Winter,1997
chic,1997-03-24,147,33,32.375,26.642368225,18.61572676,3736,Winter,1997
chic,1997-03-25,123,40.5,30,22.716544049,14.800052119,3737,Winter,1997
chic,1997-03-26,108,44,36.75,21.770225464,20.5626157077,3738,Winter,1997
chic,1997-03-27,117,60.5,40.125,46.7639458,24.3771906693,3739,Winter,1997
chic,1997-03-28,110,55.5,53.875,46.799660085,10.87255405,3740,Winter,1997
chic,1997-03-29,106,43.5,41,22.016394655,14.850528931,3741,Winter,1997
chic,1997-03-30,96,37.5,33.75,8.76669305,23.4912073976,3742,Winter,1997
chic,1997-03-31,119,38.5,22,19.662297448,25.243788784,3743,Winter,1997
chic,1997-04-01,119,44.5,28.125,59.723237969,14.058638381,3744,Spring,1997
chic,1997-04-02,99,53,29.875,61.740291488,11.671486007,3745,Spring,1997
chic,1997-04-03,120,59.5,49.875,42.619412367,10.747645754,3746,Spring,1997
chic,1997-04-04,130,62.5,48.25,50.954579352,28.9701193306,3747,Spring,1997
chic,1997-04-05,97,60.5,54.375,18.4023794,26.1255173886,3748,Spring,1997
chic,1997-04-06,105,45,21.75,30.383148631,26.7899781975,3749,Spring,1997
chic,1997-04-07,102,34,18.375,20.162419477,25.2639554286,3750,Spring,1997
chic,1997-04-08,104,28.5,9.25,12.213098343,20.041805226,3751,Spring,1997
chic,1997-04-09,137,30,18.875,13.042768673,20.7438909525,3752,Spring,1997
chic,1997-04-10,111,30.5,22,25.168901246,20.5014080379,3753,Spring,1997
chic,1997-04-11,108,33.5,32,19.921889552,23.5023256338,3754,Spring,1997
chic,1997-04-12,96,33.5,30.375,12.029032413,20.7659149503,3755,Spring,1997
chic,1997-04-13,100,38.5,24.625,10.222290641,26.7023856795,3756,Spring,1997
chic,1997-04-14,105,41.5,28.125,50.132729559,16.60310949,3757,Spring,1997
chic,1997-04-15,128,49,36.25,74.149213075,26.2047596514,3758,Spring,1997
chic,1997-04-16,120,43,25.625,24.429763724,20.3003187145,3759,Spring,1997
chic,1997-04-17,98,40.5,25.75,12.267344944,17.01137552,3760,Spring,1997
chic,1997-04-18,118,40,34.75,39.270092196,11.740018944,3761,Spring,1997
chic,1997-04-19,94,45.5,30.875,32.2804566128,22.3759989819,3762,Spring,1997
chic,1997-04-20,117,49,42.25,30.360379028,22.089883585,3763,Spring,1997
chic,1997-04-21,121,45,31,16.409829582,32.807542961,3764,Spring,1997
chic,1997-04-22,110,43,33.625,14.833848992,28.0067094437,3765,Spring,1997
chic,1997-04-23,110,48.5,34,5.566422982,25.3869500571,3766,Spring,1997
chic,1997-04-24,108,47.5,36.5,7.478510892,21.5671687238,3767,Spring,1997
chic,1997-04-25,121,48,27.75,22.488679424,23.1947345157,3768,Spring,1997
chic,1997-04-26,114,49.5,24.25,35.4883358164,21.3041985549,3769,Spring,1997
chic,1997-04-27,116,47.5,40.25,23.568006146,27.4759190161,3770,Spring,1997
chic,1997-04-28,109,50.5,40.75,61.233842483,18.507011507,3771,Spring,1997
chic,1997-04-29,123,60,45.25,91.573500652,33.285414799,3772,Spring,1997
chic,1997-04-30,115,55,50,47.562511641,22.8165665767,3773,Spring,1997
chic,1997-05-01,101,48.5,36.875,15.561623717,18.892857022,3774,Spring,1997
chic,1997-05-02,118,48.5,45.5,31.592358912,8.900922509,3775,Spring,1997
chic,1997-05-03,100,49,40.375,11.617084188,20.4354589186,3776,Spring,1997
chic,1997-05-04,126,51.5,33.25,19.247858536,28.1333635836,3777,Spring,1997
chic,1997-05-05,126,62,38.875,77.691260011,28.5328490292,3778,Spring,1997
chic,1997-05-06,121,55.5,35,24.781919352,21.8087196805,3779,Spring,1997
chic,1997-05-07,114,52.5,49.25,37.6747347482,19.118428566,3780,Spring,1997
chic,1997-05-08,112,61,42.75,26.676732166,27.4239590691,3781,Spring,1997
chic,1997-05-09,111,50.5,36,12.687721179,20.023251,3782,Spring,1997
chic,1997-05-10,111,52.5,32.625,27.260563689,20.4980210861,3783,Spring,1997
chic,1997-05-11,107,59.5,43.875,26.69046843,25.8109598924,3784,Spring,1997
chic,1997-05-12,124,52.5,32.5,29.6657431552,24.8324976935,3785,Spring,1997
chic,1997-05-13,104,45.5,38.75,22.806887078,16.76821907,3786,Spring,1997
chic,1997-05-14,107,49.5,40.625,32.7795911719,10.961715167,3787,Spring,1997
chic,1997-05-15,109,45,35.5,7.752118646,12.316522626,3788,Spring,1997
chic,1997-05-16,133,51,41.375,35.0382888315,20.18138636,3789,Spring,1997
chic,1997-05-17,108,50.5,38.25,19.845525238,27.8848981388,3790,Spring,1997
chic,1997-05-18,109,59.5,63.875,33.9087120511,23.0175356793,3791,Spring,1997
chic,1997-05-19,96,54,42.375,20.945670708,17.893849959,3792,Spring,1997
chic,1997-05-20,118,51.5,38.125,25.948849879,16.30150301,3793,Spring,1997
chic,1997-05-21,111,48,34.375,10.899399325,18.671382085,3794,Spring,1997
chic,1997-05-22,107,50.5,34.625,29.9911774364,18.694100397,3795,Spring,1997
chic,1997-05-23,106,58,40.75,35.8032454836,23.6291560624,3796,Spring,1997
chic,1997-05-24,101,68.5,56.125,61.784014714,38.761342991,3797,Spring,1997
chic,1997-05-25,107,50,44.5,21.841180372,35.798836795,3798,Spring,1997
chic,1997-05-26,109,50,35.875,4.851112866,30.91117846,3799,Spring,1997
chic,1997-05-27,100,56,39.375,25.735728255,28.0375912917,3800,Spring,1997
chic,1997-05-28,109,58.5,56.875,30.2567370677,18.696263437,3801,Spring,1997
chic,1997-05-29,92,58,50.75,21.705508474,15.66312397,3802,Spring,1997
chic,1997-05-30,114,61,51.75,25.708255727,26.7211682053,3803,Spring,1997
chic,1997-05-31,110,59,53.375,20.629262978,35.435550136,3804,Spring,1997
chic,1997-06-01,99,60.5,51.25,15.522513507,42.333154218,3805,Spring,1997
chic,1997-06-02,100,58,54.5,17.549986027,28.200887944,3806,Spring,1997
chic,1997-06-03,104,61.5,52.625,25.805575552,28.8544355994,3807,Spring,1997
chic,1997-06-04,94,59,47.5,28.525260756,28.5770389892,3808,Spring,1997
chic,1997-06-05,114,62,56,47.607678339,29.2405335545,3809,Spring,1997
chic,1997-06-06,114,63.5,58.75,47.641199318,22.3652198352,3810,Spring,1997
chic,1997-06-07,117,58.5,55.375,14.572383124,19.643811052,3811,Spring,1997
chic,1997-06-08,97,61,48.625,19.5971084,39.023418947,3812,Spring,1997
chic,1997-06-09,102,62.5,51.75,34.1196056919,39.508855807,3813,Spring,1997
chic,1997-06-10,95,66.5,53.875,47.525679828,39.046713319,3814,Spring,1997
chic,1997-06-11,115,67.5,63.125,54.624580927,18.851315362,3815,Spring,1997
chic,1997-06-12,105,70,63.625,56.748342175,18.511914428,3816,Spring,1997
chic,1997-06-13,98,71,52,39.74552947,27.0439459263,3817,Spring,1997
chic,1997-06-14,94,56.5,41.875,8.809167687,19.262823367,3818,Spring,1997
chic,1997-06-15,126,63,59.75,32.2802290167,33.159088711,3819,Spring,1997
chic,1997-06-16,115,67,53.375,23.802197802,30.475853144,3820,Spring,1997
chic,1997-06-17,110,60.5,50.375,23.751535230000002,21.3758628205,3821,Spring,1997
chic,1997-06-18,94,67,61.125,48.672472528,29.4338599675,3822,Spring,1997
chic,1997-06-19,94,70,65.875,56.838516484,30.1663583386,3823,Spring,1997
chic,1997-06-20,112,81.5,72.875,74.783571429,38.250610446,3824,Spring,1997
chic,1997-06-21,106,75.5,64.75,26.784569977,28.1086489913,3825,Spring,1997
chic,1997-06-22,97,77,66.875,21.04739011,35.927961504,3826,Spring,1997
chic,1997-06-23,99,82.5,69.625,68.201455459,27.3639442767,3827,Spring,1997
chic,1997-06-24,94,84,60,123.43376732,30.2008345548,3828,Spring,1997
chic,1997-06-25,124,78,62.75,37.5151098906,27.6469999577,3829,Spring,1997
chic,1997-06-26,97,73.5,55.25,25.676159951,28.0258800067,3830,Spring,1997
chic,1997-06-27,120,72.5,59,43.908437212,29.8366333614,3831,Spring,1997
chic,1997-06-28,96,74,62,46.728357753,44.343792128,3832,Spring,1997
chic,1997-06-29,95,75,65.25,60.941933067,54.687638629,3833,Spring,1997
chic,1997-06-30,114,76,69.25,34.947003578,18.077341408,3834,Spring,1997
chic,1997-07-01,121,77.5,68.625,45.985514486,36.379214091,3835,Summer,1997
chic,1997-07-02,108,79.5,55.75,58.030698952,28.5605127567,3836,Summer,1997
chic,1997-07-03,98,68.5,54.25,23.394847756,16.66064783,3837,Summer,1997
chic,1997-07-04,98,61.5,51.875,10.033446202,9.148545689,3838,Summer,1997
chic,1997-07-05,109,65.5,50.75,15.044435212,19.711972876,3839,Summer,1997
chic,1997-07-06,106,70,57.75,18.20100733,30.2788157693,3840,Summer,1997
chic,1997-07-07,107,65.5,52.5,21.047374138,25.3145038417,3841,Summer,1997
chic,1997-07-08,95,71,58,38.9759455662,28.1623160885,3842,Summer,1997
chic,1997-07-09,86,62,50.75,14.955048184,26.4205167017,3843,Summer,1997
chic,1997-07-10,106,64.5,51,26.055979169,23.3158402866,3844,Summer,1997
chic,1997-07-11,98,68.5,59.125,41.05873399,32.427189158,3845,Summer,1997
chic,1997-07-12,98,74.5,63.5,58.096180335,46.690613865,3846,Summer,1997
chic,1997-07-13,115,82.5,71.75,58.138303469,37.229321658,3847,Summer,1997
chic,1997-07-14,114,83,62.375,41.119019723,26.1879213258,3848,Summer,1997
chic,1997-07-15,96,79,64.25,28.354941809,22.9387150132,3849,Summer,1997
chic,1997-07-16,92,82.5,59.875,39.1823806041,30.364393766,3850,Summer,1997
chic,1997-07-17,103,84,68.625,58.190645067,42.00033433,3851,Summer,1997
chic,1997-07-18,101,79,69.125,55.12382693,19.021799435,3852,Summer,1997
chic,1997-07-19,106,74.5,60.625,21.16678063,28.4589007369,3853,Summer,1997
chic,1997-07-20,108,76.5,71.625,38.1667806297,34.591991707,3854,Summer,1997
chic,1997-07-21,90,72,65.125,26.735520632,29.5803985942,3855,Summer,1997
chic,1997-07-22,89,69,64.375,21.056587792,26.2853404691,3856,Summer,1997
chic,1997-07-23,102,69,59.75,25.045568508,29.6199170512,3857,Summer,1997
chic,1997-07-24,114,72.5,64.75,43.139863924,37.000457682,3858,Summer,1997
chic,1997-07-25,95,76,75.75,78.244893972,35.52402097,3859,Summer,1997
chic,1997-07-26,110,85.5,73.375,58.214590942,41.667510417,3860,Summer,1997
chic,1997-07-27,86,81.5,73.75,35.0229595005,25.6891631377,3861,Summer,1997
chic,1997-07-28,109,74.5,57.375,16.159494526,19.171501321,3862,Summer,1997
chic,1997-07-29,108,66.5,50.875,5.145720416,18.644871272,3863,Summer,1997
chic,1997-07-30,99,68.5,52.375,14.100357522,19.5914067,3864,Summer,1997
chic,1997-07-31,116,69,56.25,36.1669998075,23.8330161272,3865,Summer,1997
chic,1997-08-01,105,74.5,58.875,70.26341854,39.653900071,3866,Summer,1997
chic,1997-08-02,108,81.5,59.375,47.407203924,42.101560864,3867,Summer,1997
chic,1997-08-03,102,78,66.5,34.2523992565,35.468266661,3868,Summer,1997
chic,1997-08-04,81,71,57.75,13.29647639,19.797623935,3869,Summer,1997
chic,1997-08-05,94,62.5,45.875,9.565040117,18.199148374,3870,Summer,1997
chic,1997-08-06,69,64.5,54,28.23201198,13.840840642,3871,Summer,1997
chic,1997-08-07,121,67,55.5,45.256805368,24.3738582748,3872,Summer,1997
chic,1997-08-08,88,69.5,52.875,45.727228174,33.016576745,3873,Summer,1997
chic,1997-08-09,100,70.5,66,41.300882503,24.2048337861,3874,Summer,1997
chic,1997-08-10,126,75.5,65.5,42.284353578,23.5368570743,3875,Summer,1997
chic,1997-08-11,106,67.5,62.125,12.100022346,14.076651334,3876,Summer,1997
chic,1997-08-12,111,69.5,67.875,26.569655327,4.018490079,3877,Summer,1997
chic,1997-08-13,94,68.5,58.75,17.555881218,16.346955856,3878,Summer,1997
chic,1997-08-14,96,65.5,63.125,28.227956301,18.405664946,3879,Summer,1997
chic,1997-08-15,101,77,70,38.5503715802,19.537262638,3880,Summer,1997
chic,1997-08-16,92,80,69.875,36.5724101477,30.2131011667,3881,Summer,1997
chic,1997-08-17,99,68.5,64,NA,20.5558414193,3882,Summer,1997
chic,1997-08-18,107,63.5,54.375,4.528333008,15.74373226,3883,Summer,1997
chic,1997-08-19,112,64,60,24.60822282,14.423645649,3884,Summer,1997
chic,1997-08-20,106,67,59.375,28.254332752,13.593484366,3885,Summer,1997
chic,1997-08-21,98,63.5,52.875,11.613762898,16.272547842,3886,Summer,1997
chic,1997-08-22,99,64,54.875,20.652436935,10.488211995,3887,Summer,1997
chic,1997-08-23,103,65.5,57.75,25.117121275,15.647184714,3888,Summer,1997
chic,1997-08-24,96,70.5,62.75,18.251642464,26.3849585939,3889,Summer,1997
chic,1997-08-25,110,65.5,59.5,24.199156281,25.5935357869,3890,Summer,1997
chic,1997-08-26,104,69,68.75,45.4149698,16.186654731,3891,Summer,1997
chic,1997-08-27,100,77,67.5,47.160482247,14.069765258,3892,Summer,1997
chic,1997-08-28,109,68.5,58.125,14.160482244,17.521699618,3893,Summer,1997
chic,1997-08-29,97,67,58.875,25.396569368,16.195453797,3894,Summer,1997
chic,1997-08-30,87,65,68.125,40.2499646667,16.305560351,3895,Summer,1997
chic,1997-08-31,101,72,62.125,17.319025438,26.5199041851,3896,Summer,1997
chic,1997-09-01,94,70.5,65.875,29.696246192,24.3715134958,3897,Summer,1997
chic,1997-09-02,93,68,51.75,34.3494121805,10.789141567,3898,Summer,1997
chic,1997-09-03,82,58.5,47.125,4.393611078,15.16591743,3899,Summer,1997
chic,1997-09-04,111,59,44.875,28.451271744,13.715920796,3900,Summer,1997
chic,1997-09-05,93,60.5,51,54.488296072,14.115820783,3901,Summer,1997
chic,1997-09-06,119,74.5,64.75,39.5048706581,30.0422648921,3902,Summer,1997
chic,1997-09-07,95,66,60.125,20.350942878,21.2190781758,3903,Summer,1997
chic,1997-09-08,101,67.5,62.875,20.538019828,16.879846161,3904,Summer,1997
chic,1997-09-09,103,68.5,60.375,30.579456293,18.357554827,3905,Summer,1997
chic,1997-09-10,103,64.5,55.375,13.976883875,12.456019394,3906,Summer,1997
chic,1997-09-11,100,61.5,53.75,20.08841706,6.786060829,3907,Summer,1997
chic,1997-09-12,89,61.5,52.75,28.02211872,10.386999633,3908,Summer,1997
chic,1997-09-13,113,63.5,58.625,41.323483891,18.220807599,3909,Summer,1997
chic,1997-09-14,110,69,62.375,48.035930875,31.196239109,3910,Summer,1997
chic,1997-09-15,120,69.5,65.375,80.033168444,32.221668428,3911,Summer,1997
chic,1997-09-16,104,74.5,68.875,81.07067052,36.327784257,3912,Summer,1997
chic,1997-09-17,99,70,50.875,19.216252307,13.700606832,3913,Summer,1997
chic,1997-09-18,87,69,50.375,94.282550645,19.051749889,3914,Summer,1997
chic,1997-09-19,94,73,67.875,35.3038254491,21.4472155137,3915,Summer,1997
chic,1997-09-20,109,58.5,48.5,7.531169427,13.768569327,3916,Summer,1997
chic,1997-09-21,110,57,46.125,11.569843467,8.278728699,3917,Summer,1997
chic,1997-09-22,97,57.5,51.875,34.9022960061,4.054641319,3918,Summer,1997
chic,1997-09-23,103,59,46.375,14.934349435,9.708390849,3919,Summer,1997
chic,1997-09-24,101,56.5,47.375,29.903962696,7.514597849,3920,Summer,1997
chic,1997-09-25,111,66,55.125,28.379990779,14.73798366,3921,Summer,1997
chic,1997-09-26,103,60,51.125,19.577995845,14.183736641,3922,Summer,1997
chic,1997-09-27,115,62.5,54.125,29.674680928,17.043929501,3923,Summer,1997
chic,1997-09-28,86,64,48,22.829006171,13.628404338,3924,Summer,1997
chic,1997-09-29,103,65,44.125,56.581478447,15.955390529,3925,Summer,1997
chic,1997-09-30,112,59.5,47,17.570428728,8.791206069,3926,Summer,1997
chic,1997-10-01,101,52,42.5,18.307532488,14.169136012,3927,Autumn,1997
chic,1997-10-02,104,61,51.875,75.849434248,12.850861366,3928,Autumn,1997
chic,1997-10-03,117,73,60.75,87.9433569,28.5031294934,3929,Autumn,1997
chic,1997-10-04,107,68,55.75,44.23844528,17.993936472,3930,Autumn,1997
chic,1997-10-05,113,70,54.875,50.917961155,27.4359915851,3931,Autumn,1997
chic,1997-10-06,100,70.5,56.375,85.929010879,19.700119934,3932,Autumn,1997
chic,1997-10-07,132,73.5,58.875,54.187172261,17.620256071,3933,Autumn,1997
chic,1997-10-08,119,72.5,60.375,71.854425243,29.7168914633,3934,Autumn,1997
chic,1997-10-09,109,64,44.75,39.8765246909,15.051322472,3935,Autumn,1997
chic,1997-10-10,101,59,47.25,42.088554974,8.025645254,3936,Autumn,1997
chic,1997-10-11,109,61.5,44.25,27.04250182,16.918672769,3937,Autumn,1997
chic,1997-10-12,116,70,56.125,33.9789659082,29.9211012117,3938,Autumn,1997
chic,1997-10-13,108,59.5,39.375,20.595457153,12.438188769,3939,Autumn,1997
chic,1997-10-14,108,42.5,30.25,15.973441043,7.684962749,3940,Autumn,1997
chic,1997-10-15,95,42.5,36.75,42.061838836,3.282740287,3941,Autumn,1997
chic,1997-10-16,107,47.5,38.5,45.193108192,7.979999744,3942,Autumn,1997
chic,1997-10-17,93,45.5,39.25,44.983113838,6.096835984,3943,Autumn,1997
chic,1997-10-18,118,44.5,36.375,49.991401131,6.383835484,3944,Autumn,1997
chic,1997-10-19,101,50,45.25,36.0480655003,13.702806335,3945,Autumn,1997
chic,1997-10-20,105,45.5,32.625,15.991401128,5.898247614,3946,Autumn,1997
chic,1997-10-21,135,42.5,20.625,15.972064118,9.551619484,3947,Autumn,1997
chic,1997-10-22,106,36,23.5,26.3796492,11.69927403,3948,Autumn,1997
chic,1997-10-23,109,44.5,31.25,47.538239325,2.980506134,3949,Autumn,1997
chic,1997-10-24,128,46,44.375,35.4387918116,0.0858419439999984,3950,Autumn,1997
chic,1997-10-25,112,47,37.875,22.029646854,14.755234096,3951,Autumn,1997
chic,1997-10-26,109,40,36,4.444316674,21.2324134785,3952,Autumn,1997
chic,1997-10-27,128,32.5,25.571428571,12.494040434,11.212887741,3953,Autumn,1997
chic,1997-10-28,128,39,36.125,40.2410297679,4.553954792,3954,Autumn,1997
chic,1997-10-29,106,44,36,49.592159421,2.4276765,3955,Autumn,1997
chic,1997-10-30,128,51,50.25,60.633595885,10.997301215,3956,Autumn,1997
chic,1997-10-31,130,59.5,52.5,37.5437439135,11.127667266,3957,Autumn,1997
chic,1997-11-01,117,50,36.125,14.603209149,8.280297454,3958,Autumn,1997
chic,1997-11-02,111,38.5,30.125,3.594921849,9.837252924,3959,Autumn,1997
chic,1997-11-03,118,36.5,34.125,17.636120054,1.572217033,3960,Autumn,1997
chic,1997-11-04,103,39,35.25,19.947497348,0.946119191000001,3961,Autumn,1997
chic,1997-11-05,99,40,40.5,29.919873035,3.905143159,3962,Autumn,1997
chic,1997-11-06,125,45,39.875,22.141109358,6.817325611,3963,Autumn,1997
chic,1997-11-07,119,43,35.25,11.975121658,17.815911361,3964,Autumn,1997
chic,1997-11-08,117,44,34.125,17.986171378,14.073289374,3965,Autumn,1997
chic,1997-11-09,120,42.5,34.875,20.956003798,8.690660258,3966,Autumn,1997
chic,1997-11-10,121,36.5,22.125,14.76170946,9.42537895,3967,Autumn,1997
chic,1997-11-11,93,28.5,18.25,18.69817354,6.334441315,3968,Autumn,1997
chic,1997-11-12,103,26.5,16.75,29.419388748,7.309092868,3969,Autumn,1997
chic,1997-11-13,108,31.5,22.25,33.6208254774,8.287314003,3970,Autumn,1997
chic,1997-11-14,122,36,31.25,14.35010725,16.120772909,3971,Autumn,1997
chic,1997-11-15,115,29,24.375,12.15521543,8.692985326,3972,Autumn,1997
chic,1997-11-16,112,22,14,7.188812768,14.942031127,3973,Autumn,1997
chic,1997-11-17,114,25.5,24,46.014779623,6.964714814,3974,Autumn,1997
chic,1997-11-18,112,32,25.125,37.5971850906,6.573466394,3975,Autumn,1997
chic,1997-11-19,118,27.5,22.625,38.7910227172,4.492958813,3976,Autumn,1997
chic,1997-11-20,125,33.5,37.5,58.74129896,3.391920866,3977,Autumn,1997
chic,1997-11-21,140,35.5,29.625,15.810959562,19.4175146,3978,Autumn,1997
chic,1997-11-22,106,34.5,25.625,31.779749652,10.616514184,3979,Autumn,1997
chic,1997-11-23,114,26,20.75,12.88748446,12.322421715,3980,Autumn,1997
chic,1997-11-24,111,26.5,17.125,32.089261191,7.093888857,3981,Autumn,1997
chic,1997-11-25,94,47,41.25,53.834998271,9.803494571,3982,Autumn,1997
chic,1997-11-26,111,43,23.625,33.7272634641,9.033927712,3983,Autumn,1997
chic,1997-11-27,95,37.5,39,27.506687653,7.275335381,3984,Autumn,1997
chic,1997-11-28,136,49,45.25,26.460234992,4.999315507,3985,Autumn,1997
chic,1997-11-29,109,45.5,47.125,47.377362063,5.47861927,3986,Autumn,1997
chic,1997-11-30,95,42,31.875,16.48376763,15.479246923,3987,Autumn,1997
chic,1997-12-01,122,37,31.125,2.33040074,21.8899204612,3988,Autumn,1997
chic,1997-12-02,108,36.5,30,28.286201842,9.034914135,3989,Autumn,1997
