date,timeperiod,year,month,season,cnt,is_holiday,is_weekend,is_workday,temp,temp_feel,hum,wind,weather_code,weather_type
2015-01-14,prenoon,2015,1,3,10934,0,0,0,5,0.2857142857142857,67.21428571428571,27.571428571428573,2,scattered clouds
2015-01-15,afternoon,2015,1,3,8998,0,0,0,8.25,4.25,56.833333333333336,31.166666666666668,2,scattered clouds
2015-01-15,night,2015,1,3,3775,0,0,0,9.045454545454545,6.2727272727272725,68.5909090909091,36,26,snowfall
2015-01-15,prenoon,2015,1,3,10195,0,0,0,9,5.785714285714286,71.35714285714286,23.571428571428573,2,scattered clouds
2015-01-16,afternoon,2015,1,3,8666,0,0,0,6.25,3.0833333333333335,69.66666666666667,16.416666666666668,2,scattered clouds
2015-01-16,night,2015,1,3,3685,0,0,0,5.090909090909091,1.5909090909090908,64.31818181818181,18.681818181818183,1,clear
2015-01-16,prenoon,2015,1,3,10312,0,0,0,6.5,3.5714285714285716,66.28571428571429,16.428571428571427,2,scattered clouds
2015-01-17,afternoon,2015,1,3,7498,0,1,1,5.833333333333333,2.8333333333333335,72.25,15.583333333333334,1,clear
2015-01-17,night,2015,1,3,3372,0,1,1,2.9545454545454546,-0.09090909090909091,79.0909090909091,10.818181818181818,1,clear
2015-01-17,prenoon,2015,1,3,4398,0,1,1,3.357142857142857,-0.35714285714285715,71.28571428571429,16.214285714285715,1,clear
2015-01-18,afternoon,2015,1,3,6813,0,1,1,3.3333333333333335,1.3333333333333333,80,9.25,2,scattered clouds
2015-01-18,night,2015,1,3,2776,0,1,1,3.0454545454545454,1.8636363636363635,84.72727272727273,5.5,7,rain
2015-01-18,prenoon,2015,1,3,3610,0,1,1,4,2.5,87.42857142857143,7.357142857142857,7,rain
2015-01-19,afternoon,2015,1,3,9210,0,0,0,4.166666666666667,2.8333333333333335,68.66666666666667,6.666666666666667,3,broken clouds
2015-01-19,night,2015,1,3,3870,0,0,0,1.5,-0.045454545454545456,85.4090909090909,5.454545454545454,3,broken clouds
2015-01-19,prenoon,2015,1,3,9954,0,0,0,2.357142857142857,0.35714285714285715,81.21428571428571,6.928571428571429,2,scattered clouds
2015-01-20,afternoon,2015,1,3,9263,0,0,0,4.25,1.3333333333333333,74.41666666666667,11.666666666666666,2,scattered clouds
2015-01-20,night,2015,1,3,3819,0,0,0,1.7727272727272727,-0.18181818181818182,81.68181818181819,9.318181818181818,1,clear
2015-01-20,prenoon,2015,1,3,10165,0,0,0,0.6428571428571429,-1.4285714285714286,88.85714285714286,6.785714285714286,1,clear
2015-01-21,afternoon,2015,1,3,8512,0,0,0,3.0833333333333335,-0.5833333333333334,86,15.333333333333334,4,cloudy
2015-01-21,night,2015,1,3,4169,0,0,0,3.0454545454545454,0.13636363636363635,81.5909090909091,12.681818181818182,4,cloudy
2015-01-21,prenoon,2015,1,3,10101,0,0,0,3,-1,87,17.428571428571427,3,broken clouds
2015-01-22,afternoon,2015,1,3,8894,0,0,0,4,1,61.333333333333336,12.166666666666666,2,scattered clouds
2015-01-22,night,2015,1,3,4040,0,0,0,1.5,0.5909090909090909,81.72727272727273,4.136363636363637,1,clear
2015-01-22,prenoon,2015,1,3,10344,0,0,0,3.0714285714285716,1.7857142857142858,74.35714285714286,6.142857142857143,3,broken clouds
2015-01-23,afternoon,2015,1,3,8815,0,0,0,4.583333333333333,1.3333333333333333,71.08333333333333,15.666666666666666,1,clear
2015-01-23,night,2015,1,3,3218,0,0,0,2.727272727272727,0.18181818181818182,84.45454545454545,13,7,rain
2015-01-23,prenoon,2015,1,3,9859,0,0,0,1.0714285714285714,-1.5,78.64285714285714,8.714285714285714,1,clear
2015-01-24,afternoon,2015,1,3,9023,0,1,1,6.5,3.25,63.416666666666664,18.166666666666668,1,clear
2015-01-24,night,2015,1,3,3124,0,1,1,5.636363636363637,2.409090909090909,78.86363636363636,16.863636363636363,1,clear
2015-01-24,prenoon,2015,1,3,5392,0,1,1,5.142857142857143,1.4285714285714286,71.07142857142857,19.857142857142858,1,clear
2015-01-25,afternoon,2015,1,3,7624,0,1,1,8.166666666666666,5.166666666666667,69.75,19.666666666666668,3,broken clouds
2015-01-25,night,2015,1,3,2994,0,1,1,4.818181818181818,1.5454545454545454,82.27272727272727,15.136363636363637,1,clear
2015-01-25,prenoon,2015,1,3,4476,0,1,1,4.357142857142857,1.0714285714285714,76.21428571428571,14.785714285714286,1,clear
2015-01-26,afternoon,2015,1,3,9135,0,0,0,8.25,5.083333333333333,62.333333333333336,20.5,2,scattered clouds
2015-01-26,night,2015,1,3,3986,0,0,0,7.7727272727272725,4.863636363636363,79.27272727272727,17.636363636363637,1,clear
2015-01-26,prenoon,2015,1,3,9589,0,0,0,10.071428571428571,7.642857142857143,79.85714285714286,19.714285714285715,3,broken clouds
2015-01-27,afternoon,2015,1,3,9639,0,0,0,8.333333333333334,6.083333333333333,69.75,13.916666666666666,3,broken clouds
2015-01-27,night,2015,1,3,4506,0,0,0,6.2727272727272725,3.227272727272727,73.0909090909091,15.681818181818182,1,clear
2015-01-27,prenoon,2015,1,3,10855,0,0,0,6.857142857142857,3.9285714285714284,73.5,15.857142857142858,2,scattered clouds
2015-01-28,afternoon,2015,1,3,8189,0,0,0,6.083333333333333,1.0833333333333333,57.333333333333336,35.166666666666664,2,scattered clouds
2015-01-28,night,2015,1,3,4168,0,0,0,5.863636363636363,1.6363636363636365,71.54545454545455,24.863636363636363,1,clear
2015-01-28,prenoon,2015,1,3,9179,0,0,0,9.5,6.5,81.92857142857143,30.714285714285715,7,rain
2015-01-29,afternoon,2015,1,3,7213,0,0,0,4.583333333333333,-0.16666666666666666,70.33333333333333,26.083333333333332,2,scattered clouds
2015-01-29,night,2015,1,3,3685,0,0,0,2.909090909090909,-2.3181818181818183,75.86363636363636,26.863636363636363,2,scattered clouds
2015-01-29,prenoon,2015,1,3,10377,0,0,0,4.428571428571429,-0.5,72.57142857142857,26.5,2,scattered clouds
2015-01-30,afternoon,2015,1,3,8425,0,0,0,5.833333333333333,2.1666666666666665,69.25,19.416666666666668,3,broken clouds
2015-01-30,night,2015,1,3,3680,0,0,0,3.5454545454545454,-0.36363636363636365,76.54545454545455,17.818181818181817,1,clear
2015-01-30,prenoon,2015,1,3,9066,0,0,0,3.0714285714285716,-0.6428571428571429,84.64285714285714,15.285714285714286,3,broken clouds
2015-01-31,afternoon,2015,1,3,3832,0,1,1,4.416666666666667,0.25,77.25,22.333333333333332,7,rain
2015-01-31,night,2015,1,3,3130,0,1,1,3.0454545454545454,-1.5909090909090908,73.04545454545455,21.181818181818183,1,clear
2015-01-31,prenoon,2015,1,3,3288,0,1,1,3.142857142857143,-0.8571428571428571,86.14285714285714,16.571428571428573,3,broken clouds
2015-02-01,afternoon,2015,2,3,5490,0,1,1,5,0.75,61.833333333333336,23.666666666666668,3,broken clouds
2015-02-01,night,2015,2,3,2400,0,1,1,2.727272727272727,-1.8181818181818181,70.5909090909091,21.227272727272727,1,clear
2015-02-01,prenoon,2015,2,3,3415,0,1,1,4.428571428571429,-0.8571428571428571,65.78571428571429,31.285714285714285,4,cloudy
2015-02-02,afternoon,2015,2,3,8539,0,0,0,2.6666666666666665,-0.9166666666666666,61.75,13.5,2,scattered clouds
2015-02-02,night,2015,2,3,3703,0,0,0,0.5454545454545454,-2.8636363636363638,67.54545454545455,10.727272727272727,1,clear
2015-02-02,prenoon,2015,2,3,9398,0,0,0,1.1428571428571428,-2.9285714285714284,63.285714285714285,14.857142857142858,1,clear
2015-02-03,afternoon,2015,2,3,7972,0,0,0,3.8333333333333335,0.4166666666666667,78.5,15.333333333333334,2,scattered clouds
2015-02-03,night,2015,2,3,3581,0,0,0,1.5909090909090908,-1.3181818181818181,86.72727272727273,9.590909090909092,4,cloudy
2015-02-03,prenoon,2015,2,3,8316,0,0,0,1.6428571428571428,-1.8571428571428572,89.57142857142857,12.357142857142858,3,broken clouds
2015-02-04,afternoon,2015,2,3,8193,0,0,0,4.416666666666667,0.75,72.58333333333333,17.666666666666668,3,broken clouds
2015-02-04,night,2015,2,3,3889,0,0,0,2.227272727272727,-0.8181818181818182,84,11.727272727272727,3,broken clouds
2015-02-04,prenoon,2015,2,3,9768,0,0,0,2.5714285714285716,-1.1428571428571428,82.42857142857143,14.857142857142858,3,broken clouds
2015-02-05,afternoon,2015,2,3,8611,0,0,0,4.25,0.4166666666666667,64.75,18.75,2,scattered clouds
2015-02-05,night,2015,2,3,4138,0,0,0,2.3636363636363638,-1.4545454545454546,79.45454545454545,15.272727272727273,2,scattered clouds
2015-02-05,prenoon,2015,2,3,8451,0,0,0,2.5714285714285716,-1.2142857142857142,87.42857142857143,14.857142857142858,26,snowfall
2015-02-06,afternoon,2015,2,3,8148,0,0,0,4.416666666666667,0.16666666666666666,62.166666666666664,22.416666666666668,2,scattered clouds
2015-02-06,night,2015,2,3,3412,0,0,0,1.6363636363636365,-2.5,75.27272727272727,16.318181818181817,1,clear
2015-02-06,prenoon,2015,2,3,9395,0,0,0,2.857142857142857,-1.9285714285714286,67.92857142857143,21.214285714285715,3,broken clouds
2015-02-07,afternoon,2015,2,3,6072,0,1,1,5.5,2.5833333333333335,78.5,14.833333333333334,4,cloudy
2015-02-07,night,2015,2,3,3067,0,1,1,2.909090909090909,0,84.81818181818181,10.681818181818182,1,clear
2015-02-07,prenoon,2015,2,3,4010,0,1,1,3.5714285714285716,1.2857142857142858,84.07142857142857,9.285714285714286,3,broken clouds
2015-02-08,afternoon,2015,2,3,8679,0,1,1,7.25,5.833333333333333,68.33333333333333,8.333333333333334,2,scattered clouds
2015-02-08,night,2015,2,3,2724,0,1,1,4.636363636363637,1.9090909090909092,79.72727272727273,11.363636363636363,1,clear
2015-02-08,prenoon,2015,2,3,4375,0,1,1,5.142857142857143,2.7857142857142856,77.42857142857143,10.142857142857142,2,scattered clouds
2015-02-09,afternoon,2015,2,3,9762,0,0,0,8.583333333333334,7.416666666666667,68.25,8.166666666666666,2,scattered clouds
2015-02-09,night,2015,2,3,3935,0,0,0,4.045454545454546,2.090909090909091,88.0909090909091,9,2,scattered clouds
2015-02-09,prenoon,2015,2,3,10161,0,0,0,5.857142857142857,3.5714285714285716,82.28571428571429,10.428571428571429,4,cloudy
2015-02-10,afternoon,2015,2,3,9428,0,0,0,6.666666666666667,5.333333333333333,70.16666666666667,7.5,3,broken clouds
2015-02-10,night,2015,2,3,3455,0,0,0,4.7,3.6,85.65,6.5,4,cloudy
2015-02-10,prenoon,2015,2,3,10676,0,0,0,5.642857142857143,4.642857142857143,79.07142857142857,5.571428571428571,4,cloudy
2015-02-11,afternoon,2015,2,3,8965,0,0,0,5,4,76,5,4,cloudy
2015-02-11,night,2015,2,3,4426,0,0,0,5,2.772727272727273,77.77272727272727,8.954545454545455,4,cloudy
2015-02-11,prenoon,2015,2,3,10289,0,0,0,5.142857142857143,3.0714285714285716,78.14285714285714,7.857142857142857,3,broken clouds
2015-02-12,afternoon,2015,2,3,8615,0,0,0,4.333333333333333,2.0833333333333335,71,9.416666666666666,4,cloudy
2015-02-12,night,2015,2,3,4317,0,0,0,3.772727272727273,2.0454545454545454,74.68181818181819,7.181818181818182,4,cloudy
2015-02-12,prenoon,2015,2,3,10295,0,0,0,4,3.142857142857143,72.5,5.357142857142857,4,cloudy
2015-02-13,afternoon,2015,2,3,5667,0,0,0,8.5,5.25,83.16666666666667,21.666666666666668,7,rain
2015-02-13,night,2015,2,3,2615,0,0,0,5.681818181818182,2.9545454545454546,86.86363636363636,14.318181818181818,7,rain
2015-02-13,prenoon,2015,2,3,9417,0,0,0,7.714285714285714,4.642857142857143,82.07142857142857,20,3,broken clouds
2015-02-14,afternoon,2015,2,3,6730,0,1,1,8.083333333333334,5.166666666666667,86.16666666666667,15,3,broken clouds
2015-02-14,night,2015,2,3,2844,0,1,1,7.045454545454546,5.045454545454546,88.9090909090909,11.227272727272727,7,rain
2015-02-14,prenoon,2015,2,3,4849,0,1,1,7.071428571428571,5.142857142857143,90.5,11.928571428571429,3,broken clouds
2015-02-15,afternoon,2015,2,3,9442,0,1,1,8.666666666666666,8.166666666666666,72.75,5.416666666666667,2,scattered clouds
2015-02-15,night,2015,2,3,3044,0,1,1,5.5,3.727272727272727,92.5,7.954545454545454,3,broken clouds
2015-02-15,prenoon,2015,2,3,4466,0,1,1,6.857142857142857,5.428571428571429,87.71428571428571,8,3,broken clouds
2015-02-16,afternoon,2015,2,3,4575,0,0,0,8.25,7.166666666666667,83.83333333333333,7.583333333333333,7,rain
2015-02-16,night,2015,2,3,2461,0,0,0,4.409090909090909,2.0454545454545454,94.5909090909091,10.136363636363637,7,rain
2015-02-16,prenoon,2015,2,3,9345,0,0,0,6.714285714285714,4.571428571428571,87.07142857142857,11,2,scattered clouds
2015-02-17,afternoon,2015,2,3,10363,0,0,0,7.916666666666667,5.833333333333333,53.583333333333336,12.416666666666666,2,scattered clouds
2015-02-17,night,2015,2,3,4285,0,0,0,4.954545454545454,2.6363636363636362,74.45454545454545,11.090909090909092,2,scattered clouds
2015-02-17,prenoon,2015,2,3,10416,0,0,0,5.5,2.7857142857142856,72.64285714285714,13.714285714285714,1,clear
2015-02-18,afternoon,2015,2,3,10221,0,0,0,8.916666666666666,6.25,65.08333333333333,20.166666666666668,1,clear
2015-02-18,night,2015,2,3,4273,0,0,0,4.909090909090909,2.227272727272727,77.54545454545455,12.772727272727273,1,clear
2015-02-18,prenoon,2015,2,3,10638,0,0,0,6.571428571428571,3.9285714285714284,66.71428571428571,14.642857142857142,1,clear
2015-02-19,afternoon,2015,2,3,4496,0,0,0,8,4.333333333333333,84.5,24.416666666666668,7,rain
2015-02-19,night,2015,2,3,2486,0,0,0,6.681818181818182,3.5,83.13636363636364,18.09090909090909,7,rain
2015-02-19,prenoon,2015,2,3,9916,0,0,0,7.571428571428571,4.142857142857143,76.35714285714286,23.071428571428573,2,scattered clouds
2015-02-20,afternoon,2015,2,3,8299,0,0,0,6.833333333333333,4.833333333333333,74.75,9.833333333333334,2,scattered clouds
2015-02-20,night,2015,2,3,3433,0,0,0,6.454545454545454,4.136363636363637,85.68181818181819,11.590909090909092,7,rain
2015-02-20,prenoon,2015,2,3,8983,0,0,0,6.785714285714286,5.857142857142857,80.14285714285714,5.642857142857143,2,scattered clouds
2015-02-21,afternoon,2015,2,3,8165,0,1,1,6.333333333333333,3.1666666666666665,62.75,18.166666666666668,3,broken clouds
2015-02-21,night,2015,2,3,3254,0,1,1,4.181818181818182,1.1363636363636365,80.36363636363636,14.545454545454545,1,clear
2015-02-21,prenoon,2015,2,3,4779,0,1,1,4.5,1.0714285714285714,81.64285714285714,17.142857142857142,2,scattered clouds
2015-02-22,afternoon,2015,2,3,2768,0,1,1,6.5,1.8333333333333333,79.16666666666667,30,7,rain
2015-02-22,night,2015,2,3,1961,0,1,1,4.863636363636363,1.4090909090909092,86.0909090909091,20.181818181818183,1,clear
2015-02-22,prenoon,2015,2,3,4357,0,1,1,4.357142857142857,1.0714285714285714,74.28571428571429,15.428571428571429,1,clear
2015-02-23,afternoon,2015,2,3,8628,0,0,0,7.166666666666667,2.8333333333333335,57.75,31.083333333333332,2,scattered clouds
2015-02-23,night,2015,2,3,3435,0,0,0,6.681818181818182,2.772727272727273,72.18181818181819,24.09090909090909,1,clear
2015-02-23,prenoon,2015,2,3,9701,0,0,0,7.142857142857143,3.2857142857142856,66.28571428571429,24.214285714285715,2,scattered clouds
2015-02-24,afternoon,2015,2,3,9157,0,0,0,8.833333333333334,4.916666666666667,50.416666666666664,30.916666666666668,2,scattered clouds
2015-02-24,night,2015,2,3,3877,0,0,0,6.2272727272727275,2.090909090909091,72.18181818181819,25.636363636363637,2,scattered clouds
2015-02-24,prenoon,2015,2,3,10654,0,0,0,7.285714285714286,3.2857142857142856,70.14285714285714,25.785714285714285,2,scattered clouds
2015-02-25,afternoon,2015,2,3,9453,0,0,0,11,10.833333333333334,64.91666666666667,9.333333333333334,3,broken clouds
2015-02-25,night,2015,2,3,4234,0,0,0,8.363636363636363,6.818181818181818,78.27272727272727,10.318181818181818,2,scattered clouds
2015-02-25,prenoon,2015,2,3,7905,0,0,0,8.571428571428571,6.285714285714286,86.42857142857143,13.857142857142858,7,rain
2015-02-26,afternoon,2015,2,3,7010,0,0,0,9.416666666666666,7.25,74.58333333333333,19.333333333333332,2,scattered clouds
2015-02-26,night,2015,2,3,4029,0,0,0,8.318181818181818,6.090909090909091,78.63636363636364,14.772727272727273,1,clear
2015-02-26,prenoon,2015,2,3,8997,0,0,0,10.571428571428571,9.714285714285714,92.71428571428571,18.214285714285715,3,broken clouds
2015-02-27,afternoon,2015,2,3,9918,0,0,0,8.666666666666666,6.333333333333333,49.166666666666664,14.583333333333334,2,scattered clouds
2015-02-27,night,2015,2,3,3877,0,0,0,4.909090909090909,1.8636363636363635,73.4090909090909,14.090909090909092,1,clear
2015-02-27,prenoon,2015,2,3,10572,0,0,0,5.214285714285714,2.2857142857142856,69.71428571428571,14.428571428571429,1,clear
2015-02-28,afternoon,2015,2,3,6809,0,1,1,9.833333333333334,6.833333333333333,84.83333333333333,26,3,broken clouds
2015-02-28,night,2015,2,3,2590,0,1,1,8.5,5.818181818181818,80.9090909090909,21.727272727272727,4,cloudy
2015-02-28,prenoon,2015,2,3,4130,0,1,1,8,4.714285714285714,86.71428571428571,22.714285714285715,3,broken clouds
2015-03-01,afternoon,2015,3,0,8200,0,1,1,10.333333333333334,8.333333333333334,59,31.666666666666668,2,scattered clouds
2015-03-01,night,2015,3,0,2377,0,1,1,8.5,5.590909090909091,73.63636363636364,27.59090909090909,2,scattered clouds
2015-03-01,prenoon,2015,3,0,5064,0,1,1,9.285714285714286,6.071428571428571,62.357142857142854,30.928571428571427,2,scattered clouds
2015-03-02,afternoon,2015,3,0,8968,0,0,0,8.333333333333334,4.25,41,34.25,2,scattered clouds
2015-03-02,night,2015,3,0,3640,0,0,0,4.7727272727272725,0.5909090909090909,73.77272727272727,21.90909090909091,1,clear
2015-03-02,prenoon,2015,3,0,9650,0,0,0,6.142857142857143,1.3571428571428572,64.28571428571429,33.285714285714285,2,scattered clouds
2015-03-03,afternoon,2015,3,0,9360,0,0,0,8.333333333333334,4.5,48.5,28.166666666666668,2,scattered clouds
2015-03-03,night,2015,3,0,3946,0,0,0,5.318181818181818,1.5454545454545454,68.77272727272727,20.272727272727273,1,clear
2015-03-03,prenoon,2015,3,0,10539,0,0,0,7.071428571428571,3.5,70.42857142857143,23,2,scattered clouds
2015-03-04,afternoon,2015,3,0,9620,0,0,0,9.5,6.583333333333333,51,21.416666666666668,2,scattered clouds
2015-03-04,night,2015,3,0,4204,0,0,0,5.409090909090909,2.090909090909091,71,16.59090909090909,1,clear
2015-03-04,prenoon,2015,3,0,10661,0,0,0,6.285714285714286,2.2857142857142856,66.42857142857143,24.857142857142858,2,scattered clouds
2015-03-05,afternoon,2015,3,0,9652,0,0,0,10.916666666666666,10.416666666666666,54.166666666666664,19.666666666666668,2,scattered clouds
2015-03-05,night,2015,3,0,4172,0,0,0,6.181818181818182,3.227272727272727,69.81818181818181,16.227272727272727,1,clear
2015-03-05,prenoon,2015,3,0,11072,0,0,0,6.642857142857143,3.857142857142857,67.64285714285714,14.857142857142858,1,clear
2015-03-06,afternoon,2015,3,0,10677,0,0,0,11.333333333333334,10.583333333333334,56.5,22.25,1,clear
2015-03-06,night,2015,3,0,3964,0,0,0,7.954545454545454,5.2727272727272725,66.31818181818181,15.227272727272727,4,cloudy
2015-03-06,prenoon,2015,3,0,10696,0,0,0,9,7.285714285714286,64.35714285714286,17.071428571428573,2,scattered clouds
2015-03-07,afternoon,2015,3,0,16238,0,1,1,14.166666666666666,14.166666666666666,53.666666666666664,21.666666666666668,1,clear
2015-03-07,night,2015,3,0,3949,0,1,1,9.045454545454545,6.818181818181818,72.36363636363636,14.363636363636363,1,clear
2015-03-07,prenoon,2015,3,0,7178,0,1,1,11.5,10.214285714285714,60.785714285714285,21.928571428571427,1,clear
2015-03-08,afternoon,2015,3,0,9828,0,1,1,12.25,12.25,75.75,19,2,scattered clouds
2015-03-08,night,2015,3,0,3419,0,1,1,8.454545454545455,7.045454545454546,82.95454545454545,9.545454545454545,2,scattered clouds
2015-03-08,prenoon,2015,3,0,6770,0,1,1,10.642857142857142,9.428571428571429,75.07142857142857,17.5,2,scattered clouds
2015-03-09,afternoon,2015,3,0,9494,0,0,0,10,7.333333333333333,84,20.166666666666668,3,broken clouds
2015-03-09,night,2015,3,0,3920,0,0,0,7.7727272727272725,6.545454545454546,84.72727272727273,11.136363636363637,1,clear
2015-03-09,prenoon,2015,3,0,10623,0,0,0,7.857142857142857,5.428571428571429,78.85714285714286,14.285714285714286,3,broken clouds
2015-03-10,afternoon,2015,3,0,11397,0,0,0,11.333333333333334,11.25,44.75,6.5,1,clear
2015-03-10,night,2015,3,0,4510,0,0,0,7.7272727272727275,5.545454545454546,76.5909090909091,12.727272727272727,1,clear
2015-03-10,prenoon,2015,3,0,11767,0,0,0,8.714285714285714,7,65.71428571428571,10.857142857142858,1,clear
2015-03-11,afternoon,2015,3,0,10803,0,0,0,12.666666666666666,12.666666666666666,58.75,14.083333333333334,1,clear
2015-03-11,night,2015,3,0,4795,0,0,0,6.954545454545454,5.590909090909091,82.86363636363636,7.5,1,clear
2015-03-11,prenoon,2015,3,0,11821,0,0,0,8.214285714285714,6.428571428571429,72.21428571428571,14.642857142857142,1,clear
2015-03-12,afternoon,2015,3,0,11168,0,0,0,12.25,12.083333333333334,34.5,17.166666666666668,1,clear
2015-03-12,night,2015,3,0,4807,0,0,0,8.636363636363637,6.909090909090909,68.13636363636364,9.954545454545455,1,clear
2015-03-12,prenoon,2015,3,0,12156,0,0,0,10.214285714285714,9.5,56.07142857142857,16.214285714285715,1,clear
2015-03-13,afternoon,2015,3,0,10480,0,0,0,10.25,9.166666666666666,51.666666666666664,23.166666666666668,1,clear
2015-03-13,night,2015,3,0,4239,0,0,0,7.090909090909091,4.5,68.63636363636364,14.045454545454545,1,clear
2015-03-13,prenoon,2015,3,0,10981,0,0,0,9.214285714285714,7.785714285714286,57.92857142857143,19,1,clear
2015-03-14,afternoon,2015,3,0,8745,0,1,1,8.083333333333334,5,56.166666666666664,20.25,2,scattered clouds
2015-03-14,night,2015,3,0,3480,0,1,1,4.954545454545454,1.8636363636363635,72.45454545454545,15.636363636363637,4,cloudy
2015-03-14,prenoon,2015,3,0,5876,0,1,1,6.357142857142857,2.9285714285714284,67.64285714285714,19.642857142857142,4,cloudy
2015-03-15,afternoon,2015,3,0,4277,0,1,1,6.916666666666667,3.8333333333333335,77.75,17.666666666666668,3,broken clouds
2015-03-15,night,2015,3,0,2585,0,1,1,5.863636363636363,2.9545454545454546,85.36363636363636,14.727272727272727,7,rain
2015-03-15,prenoon,2015,3,0,3800,0,1,1,6.5,3.4285714285714284,81.07142857142857,17.642857142857142,7,rain
2015-03-16,afternoon,2015,3,0,9068,0,0,0,8.25,5.166666666666667,69.83333333333333,19.833333333333332,3,broken clouds
2015-03-16,night,2015,3,0,3675,0,0,0,6.181818181818182,4.181818181818182,87.54545454545455,9.772727272727273,7,rain
2015-03-16,prenoon,2015,3,0,7081,0,0,0,7.214285714285714,4.5,82.92857142857143,14.571428571428571,3,broken clouds
2015-03-17,afternoon,2015,3,0,10583,0,0,0,11.75,11.75,70.75,12.5,3,broken clouds
2015-03-17,night,2015,3,0,4394,0,0,0,7.318181818181818,5.2727272727272725,90,10.681818181818182,7,rain
2015-03-17,prenoon,2015,3,0,10803,0,0,0,7.5,6.214285714285714,92.35714285714286,7.5,2,scattered clouds
2015-03-18,afternoon,2015,3,0,10545,0,0,0,8.833333333333334,6.25,68.91666666666667,15.833333333333334,2,scattered clouds
